EAN,Produto_Original,Status,Preço_De_Tabela,Preço_Pix,Preço_Cartão,Farmácia
7.89345E+12,Benerva 300mg 30 comprimidos revestidos,Disponível,35.2,30.43,32.03,Vera Cruz
7.89601E+12,"Solução Oftálmica Britens 0,2% + 0,5% 5ml",Disponível,126.83,93.98,98.93,Vera Cruz
7.89132E+12,Melocox 15mg 10 comprimidos,Disponível,53.29,43.54,45.83,Vera Cruz
7.89602E+12,Sal de Frutas Eno Tônica 2 envelopes com 5g cada,Disponível,4.94,3.85,4.05,Vera Cruz
7.89601E+12,Cetrolac SL 10mg 20 comprimidos sublinguais,Disponível,66.81,48.24,50.78,Vera Cruz
7.89804E+12,Complexo Homeopático Almeida Prado N 18 60 Comprimidos,Disponível,28.9,27.46,28.9,Vera Cruz
7.89625E+12,"Xarope Vibral 1,5mg/ml Sabor Framboesa 120ml",Disponível,30.77,26.89,28.31,Vera Cruz
7.89132E+12,Pomada Bucal Mud Oral 1mg/g 10g,Disponível,23.56,19.25,20.26,Vera Cruz
7.89626E+12,Femoston Conti 1mg + 5mg 28 comprimidos revestidos,Disponível,98.44,76.68,80.72,Vera Cruz
7.89652E+12,"Narix 0,5mg/ml Cimed 30ml",Disponível,9.94,5.39,5.67,Vera Cruz
7.89664E+12,Mesacol MMX 1200mg 30 comprimidos revestidos de liberação prolongada,Esgotado,448.05,425.65,149.35,Vera Cruz
7.89652E+12,Maleato de Dexclorfeniramina 2mg/5ml Cimed 120ml,Disponível,21.24,14.73,15.51,Vera Cruz
7.89132E+12,Ésio 40mg 28 comprimidos revestidos,Disponível,203.68,156.73,54.99,Vera Cruz
7.89934E+12,Myrbetric 50mg 30 comprimidos revestidos de liberação prolongada,Disponível,329.24,265.86,93.28,Vera Cruz
7.89609E+12,Lisador Dip 1g 20 comprimidos,Disponível,45.99,39.32,41.39,Vera Cruz
7.50044E+12,Xarope Vick 44E 240ml,Disponível,81.31,71.07,74.81,Vera Cruz
7.89626E+12,Synthroid 137mcg 30 comprimidos,Disponível,60.93,46.3,48.74,Vera Cruz
7.89601E+12,Teflan 20mg 10 comprimidos revestidos,Disponível,57.47,44.22,46.55,Vera Cruz
7.89804E+12,"Reduclim 1,25mg 35 comprimidos",Esgotado,98.46,93.54,98.46,Vera Cruz
7.89732E+12,"Solução Oftálmica Combigan 0,2% + 0,5% 10ml",Disponível,249.36,189.52,66.5,Vera Cruz
7.89803E+12,Daflon 1000mg FFPM 30 comprimidos revestidos,Disponível,189.2,152.78,53.61,Vera Cruz
7.896E+12,Suplemento Vitamínico Apevitin BC Xarope 240ml,Disponível,58.76,15.46,16.27,Vera Cruz
7.89609E+12,Antiácido Pó Efervescente Estomazil Sem Sabor 5g,Disponível,3.48,2.77,2.92,Vera Cruz
7.89619E+12,Bendita Cânfora 8 tabletes,Disponível,25.9,21.65,22.79,Vera Cruz
7.89609E+12,Cebralat 50mg 60 comprimidos,Disponível,47.18,34.96,36.8,Vera Cruz
7.89652E+12,Nevralgex 300mg + 50mg + 35mg 30 comprimidos,Disponível,25.62,13.14,13.83,Vera Cruz
7.89795E+12,Gel Hidratante Cicatrimed 30g,Esgotado,24.99,18.99,19.99,Vera Cruz
7.89609E+12,Atroveran Dip 1g 10 comprimidos,Disponível,16.9,13.8,14.53,Vera Cruz
7.89609E+12,Sumaxpro 50mg + 500mg 2 comprimidos revestidos,Disponível,46.26,36.48,38.4,Vera Cruz
7.89492E+12,Isordil Sublingual 5mg 30 comprimidos sublinguais,Disponível,14.58,11.36,11.96,Vera Cruz
7.89734E+12,Renitec 5mg 30 comprimidos,Disponível,42.29,32.95,34.68,Vera Cruz
7.89664E+12,"RETEMIC - 1mg/mL, 1 frasco com 120mL xarope",Disponível,60.15,50.85,53.53,Vera Cruz
7.89651E+12,Supositório de Glicerina Granado Infantil 12un,Disponível,31.9,27.27,28.71,Vera Cruz
7.89652E+12,Pasta D'Água Calamed Cimed 250mg/g 100g,Esgotado,17.5,14.14,14.88,Vera Cruz
7.89626E+12,Cataflam 50mg 20 drágeas,Disponível,56.22,46.46,48.91,Vera Cruz
7.89492E+12,Somalgin Cardio 100mg 60 comprimidos revestidos de dupla camada,Disponível,49.94,39.85,41.95,Vera Cruz
7.89638E+12,Humulin N NPH 100UI/ml 2 Refis de 3ml cada,Esgotado,94.67,53.96,56.8,Vera Cruz
7.89666E+12,Mirtax 5mg 15 comprimidos revestidos,Disponível,18.83,16.82,17.7,Vera Cruz
7.89804E+12,Xarope Sedavan 3mg/ml Infantil Sabor Framboesa 100ml,Disponível,21.79,15.11,15.91,Vera Cruz
7.89666E+12,Descongestionante Nasal Sorine H 3% Spray 50ml,Disponível,33.09,28.29,29.78,Vera Cruz
7.89601E+12,Solução Oftálmica Ster 10mg/ml 5ml,Esgotado,32.7,26.41,27.8,Vera Cruz
7.89666E+12,Trezor 10mg 30 comprimidos revestidos,Disponível,42.34,33.38,35.14,Vera Cruz
7.89702E+12,Protetor Ocular Oftam Pequeno Bege 20un,Disponível,33.9,28.98,30.51,Vera Cruz
7.89666E+12,Prelone 3mg/ml Sabor Cereja 60ml + 1 pipeta dosadora,Disponível,35.13,29.36,30.91,Vera Cruz
7.89847E+12,Xarope Vick 44E 120ml,Disponível,45.23,39.53,41.61,Vera Cruz
7.89664E+12,"Postec 2,5mg/g + 150UTR/g Pomada 20g",Disponível,150.74,131.75,69.34,Vera Cruz
7.89746E+12,Ginkoba 80mg 30 comprimidos revestidos,Disponível,73.05,56.21,59.17,Vera Cruz
7.89666E+12,ProVance Aché Sabor Morango 10 Comprimidos Mastigáveis,Disponível,49.5,47.03,49.5,Vera Cruz
7.89611E+12,"Novanlo 2,5mg 60 comprimidos",Esgotado,149.07,113.3,59.63,Vera Cruz
7.89864E+12,Solução Oftálmica Liris 5mg/ml 10ml,Disponível,42.99,35.53,37.4,Vera Cruz
7.89626E+12,Betaserc 24mg 30 comprimidos,Disponível,73.42,55.8,58.74,Vera Cruz
7.89106E+12,Allegra 120mg 2 comprimidos,Disponível,19.06,16.11,16.96,Vera Cruz
7.89813E+12,Suplemento Hidroeletrolítico Hidralyte Uva 500ml,Esgotado,17.5,11.81,12.43,Vera Cruz
7.89666E+12,Fisioton 400mg 30 comprimidos revestidos,Disponível,128.16,107.14,56.39,Vera Cruz
7.89608E+12,"Solução Nasal Sinustrat Vasoconstritor 0,5mg/ml 10ml",Disponível,19.07,14.68,15.45,Vera Cruz
7.89114E+12,Velunid 450mg + 50mg 30 comprimidos revestidos,Esgotado,86.58,74.85,78.79,Vera Cruz
7.89611E+12,Spirulina 380mg Bionatus 45 Cápsulas,Esgotado,45.9,43.61,45.9,Vera Cruz
7.89621E+12,Daktarin 20mg/g Gel Oral 40g,Esgotado,48.91,42.28,44.51,Vera Cruz
7.89106E+12,Calcort 6mg 20 comprimidos,Esgotado,102.16,84.44,88.88,Vera Cruz
7.89621E+12,"ATACAND COMB - 16mg + 2,5mg, 30 comprimidos de liberação prolongada",Esgotado,132.62,125.99,66.31,Vera Cruz
7.89741E+12,Hirudoid 500 Gel 5mg/g 40g,Disponível,47.65,45.27,47.65,Vera Cruz
7.89106E+12,Analgésico Novalgina 50mg/ml Sabor Framboesa 100ml + Seringa Dosadora,Disponível,49.03,41.92,44.13,Vera Cruz
7.89295E+12,"Dutam 0,5mg + 0,4mg 30 cápsulas gelatinosas duras de liberação prolongada",Disponível,122.8,93.33,98.24,Vera Cruz
7.89609E+12,Plenance EZE 5mg+10mg 30 Cápsulas,Disponível,84.14,63.15,66.47,Vera Cruz
7.89664E+12,Xantinon Complex flaconete com 10ml,Disponível,3.89,3.36,3.54,Vera Cruz
7.89602E+12,Naldecon Noite 4 comprimidos,Disponível,14.99,12.39,13.04,Vera Cruz
7.89732E+12,"Fibras Tamarine sem Sabor 10 Sachês de 5,7g cada",Esgotado,47.9,38.68,40.72,Vera Cruz
7.89732E+12,"Triplenex 0,01% + 0,15% + 0,5% Solução Oftálmica Estéril 5ml",Disponível,269.24,225.08,78.98,Vera Cruz
7.89609E+12,Albocresil 18mg/ml Gel 50g + Aplicador,Disponível,43.99,39.7,41.79,Vera Cruz
7.89664E+12,Flancox 600mg 14 comprimidos,Disponível,65.29,49,51.58,Vera Cruz
7.89891E+12,Traumeel S 30ml,Disponível,120.25,106.24,55.92,Vera Cruz
7.89671E+12,Neo Fedipina 10mg 30 comprimidos,Disponível,23.34,22.17,23.34,Vera Cruz
7.89666E+12,Decadron Injetável 2mg/ml 2 ampolas com 1ml cada,Esgotado,18.14,15.16,15.96,Vera Cruz
7.89638E+12,Humulin N NPH 100UI/ml 1 ampola com 10ml,Disponível,87.81,67.57,71.13,Vera Cruz
7.89664E+12,Eniagor 50mg/ml Solução Capilar Refil 50ml,Disponível,55.35,34.7,36.53,Vera Cruz
7.89804E+12,Arnica Montana 6CH Almeida Prado Gotas 15ml,Disponível,32.9,31.26,32.9,Vera Cruz
7.89609E+12,Neosaldina Dip 1g 4 comprimidos,Esgotado,9.99,29.24,8.09,Vera Cruz
7.89603E+12,"Micardis HCT 80mg + 12,5mg 30 comprimidos",Esgotado,260.3,247.29,86.77,Vera Cruz
7.89627E+12,Zovirax 50mg/g Creme Dermatológico 10g,Disponível,72.29,59.75,62.89,Vera Cruz
7.89668E+12,Afrat 150mg 1 comprimido,Esgotado,43.71,41.52,43.71,Vera Cruz
7.89666E+12,Suplemento Alimentar de Lactase Levty 30 comprimidos com  10.000 U.FCC cada,Disponível,70.3,61.45,64.68,Vera Cruz
7.89621E+12,Motilium 1mg/ml Suspensão Oral 60ml,Esgotado,50.12,47.61,50.12,Vera Cruz
7.89609E+12,Coledue R 10mg + 20mg 30 cápsulas duras,Disponível,115.65,93.39,98.3,Vera Cruz
7.89807E+12,Spidufen 770mg 6 comprimidos revestidos,Esgotado,24.79,18.37,19.34,Vera Cruz
7.89132E+12,Domperix 10mg 30 comprimidos,Disponível,31.4,25.95,27.32,Vera Cruz
7.89666E+12,Pant Sec 50mg/ml 1 válvula spray 50ml,Disponível,76.77,72.93,76.77,Vera Cruz
7.89785E+12,Amiobal 30 comprimidos 100mg,Disponível,26.52,20.91,22.01,Vera Cruz
7.89666E+12,Flagass 40mg 20 comprimidos,Esgotado,36.23,31.66,33.33,Vera Cruz
7.89621E+12,"Pulmicort 0,5mg/ml Suspensão para Nebulização 5 frascos com 2ml cada",Disponível,73.39,58.57,61.65,Vera Cruz
7.89647E+12,Buprovil 600mg 20 Comprimidos Revestidos,Esgotado,28.06,26.66,28.06,Vera Cruz
7.89871E+12,Acetilcisteína 600mg + Imuno Katiguá 16 cápsulas,Esgotado,38.5,24.87,26.18,Vera Cruz
7.89652E+12,Pastilha Ciflogex Sabor Mel e Limão 12un,Disponível,22.63,18.28,19.24,Vera Cruz
7.89621E+12,Analgésico Tylenol Gotas 200mg/ml Sabor Frutas 15ml,Disponível,45.18,33.48,35.24,Vera Cruz
7.89609E+12,Ancoron 100mg 60 comprimidos revestidos,Esgotado,40.77,30.21,31.8,Vera Cruz
7.89623E+12,Prolopa 100/25mg 30 comprimidos dispersíveis,Esgotado,97.56,76.92,80.97,Vera Cruz
7.8981E+12,Winter Ap 6mg + 120mg 8 cápsulas,Disponível,38.62,30.82,32.44,Vera Cruz
7.89609E+12,"Hexomedine 1mg/ml + 0,5mg/ml Spray 50ml",Disponível,73.34,62.01,65.27,Vera Cruz
7.89732E+12,Vitamina D3 Addera D3 7.000UI 10 comprimidos revestidos,Disponível,91.54,80.87,85.13,Vera Cruz
7.89101E+12,Tylenol Sinus 1g + 60mg 36 comprimidos revestidos,Disponível,36.27,30.32,31.92,Vera Cruz
7.89603E+12,Micardis Anlo 80mg + 10mg 30 comprimidos,Disponível,169.72,135.43,71.28,Vera Cruz
7.89662E+12,Antiácido Pó Efervescente Gastrol Limão 1 envelope com 5g,Disponível,4.13,3.33,3.51,Vera Cruz
7.89802E+12,"Nitrato de Prata Bastão 90,0% Ifal 0,8g",Disponível,52.5,49.88,52.5,Vera Cruz
7.89172E+12,Glivance XR 500mg + 30mg 30 Comprimidos de Liberação Prolongada,Disponível,57.37,44.15,46.47,Vera Cruz
7.89618E+12,Cordarex 5mg 30 comprimidos,Disponível,38.69,31.98,33.66,Vera Cruz
7.89111E+12,Primogyna 1mg 28 drágeas,Esgotado,57.4,45.26,47.64,Vera Cruz
7.89652E+12,Cimegripe 10 Cápsulas,Esgotado,15.25,22.33,9.61,Vera Cruz
7.89609E+12,Analgésico Advil 400mg 3 cápsulas líquidas,Disponível,9.99,6.45,6.79,Vera Cruz
3.49932E+12,Soolantra 10mg/g Creme Dermatológico 30g,Disponível,165.98,130.87,68.88,Vera Cruz
7.89624E+12,Tapazol 10mg 50 comprimidos,Esgotado,38.73,36.79,38.73,Vera Cruz
7.89618E+12,Alenia 12mcg + 400mcg 60 cápsulas inalatórias + 1 inalador,Disponível,201.78,191.69,67.26,Vera Cruz
7.89655E+12,Solução Oftálmica Florate 1mg/ml 5ml,Esgotado,40.61,34.33,36.14,Vera Cruz
7.89652E+12,Sedamed 300mg + 30mg + 30mg 20 comprimidos revestidos,Esgotado,28.4,12.68,13.35,Vera Cruz
7.89609E+12,Vabam 15mg 15 comprimidos revestidos,Esgotado,95.33,90.56,95.33,Vera Cruz
7.89771E+12,Rybelsus 3mg 30 comprimidos,Disponível,1,860.17,301.81,Vera Cruz
7.89132E+12,"Trok 20mg/g + 0,64mg/g Creme Dermatológico 10g",Disponível,20.65,17.26,18.17,Vera Cruz
7.89803E+12,"Triplixam 5mg + 1,25mg + 10mg 30 comprimidos revestidos",Disponível,100.11,95.1,50.06,Vera Cruz
7.89607E+12,"SECNIDAL - 1000mg, 2 comprimidos revestidos",Disponível,51.97,41.47,43.65,Vera Cruz
7.8976E+12,Beserol 12 comprimidos,Disponível,26.31,18.5,19.47,Vera Cruz
7.89295E+12,Codroflex 500mg + 400mg 90 cápsulas,Disponível,208.78,158.67,55.67,Vera Cruz
7.89804E+12,Floratil AT 250mg 10 cápsulas,Disponível,75,59.85,63,Vera Cruz
7.89804E+12,Motix Pomada 50g,Disponível,93.5,81.72,86.02,Vera Cruz
5.00046E+12,Xigduo XR 5mg + 1000mg 60 comprimidos revestidos de liberação prolongada,Disponível,262.04,211.59,74.24,Vera Cruz
7.89664E+12,Xantinol Complex 12 flaconetes com 10ml cada,Disponível,45.06,42.81,45.06,Vera Cruz
7.89666E+12,Famox 40mg 10 comprimidos,Disponível,57.05,47.69,50.2,Vera Cruz
7.89611E+12,Endofer 100mg 30 comprimidos mastigáveis,Esgotado,56.74,53.9,56.74,Vera Cruz
7.89741E+12,"Benicar HCT 40 + 12,5mg 30 comprimidos revestidos",Disponível,108.55,79.4,83.58,Vera Cruz
7.89492E+12,Toragesic 10mg 20 comprimidos sublinguais,Disponível,39.54,31.93,33.61,Vera Cruz
7.89626E+12,Analgésico CataflamPRO Emugel 30g,Disponível,32.46,26.83,28.24,Vera Cruz
7.89671E+12,Neo Fedipina 20mg 30 comprimidos,Disponível,36.1,16.46,17.33,Vera Cruz
7.89132E+12,Alta D 15.000UI 4 Cápsulas Moles,Disponível,59.4,50.79,53.46,Vera Cruz
7.89626E+12,Diovan 40mg 28 comprimidos revestidos,Esgotado,151.14,143.58,50.38,Vera Cruz
7.89603E+12,"Trayenta Duo 2,5mg + 850mg 60 comprimidos revestidos",Disponível,319.19,248.65,87.25,Vera Cruz
7.89633E+12,Elixir Galenogal 150ml,Esgotado,55.9,44.08,46.4,Vera Cruz
7.89132E+12,"Trok - N 20mg/g + 0,64mg/g + 2,5mg/g Pomada Dermatológica 30g",Disponível,42.63,36.04,37.94,Vera Cruz
7.89623E+12,Permear 300mg 30 comprimidos revestidos,Esgotado,256.1,243.3,85.37,Vera Cruz
7.89623E+12,Vicog 5mg 90 comprimidos,Disponível,96.95,71.84,75.62,Vera Cruz
7.89609E+12,Amome 50mcg Spray Nasal 120 acionamentos,Disponível,72.33,61.15,64.37,Vera Cruz
7.89666E+12,"Fentizol 0,02g/g Creme Ginecológico 40g + 7 aplicadores de 5g cada",Disponível,50.61,44.23,46.56,Vera Cruz
7.89642E+12,OsteoNutri 600mg + 400UI 30 comprimidos revestidos,Disponível,97.5,92.63,97.5,Vera Cruz
7.89666E+12,Pant 50mg/ml Refil 50ml,Disponível,72.76,69.12,72.76,Vera Cruz
7.89804E+12,Floratil 100mg 12 cápsulas,Disponível,57.27,48.42,50.97,Vera Cruz
7.89623E+12,Mel Rosado ADV 30ml,Disponível,14.8,11.81,12.43,Vera Cruz
7.89609E+12,Analgésico Aerossol Gelol 60ml,Disponível,51.7,42.24,44.46,Vera Cruz
7.89132E+12,Dexalgen NF Solução Injetável 3 ampolas I (1 ml) e 3 ampolas II (2 ml),Disponível,53.51,46.26,48.69,Vera Cruz
7.89621E+12,Atacand 8mg 30 comprimidos,Esgotado,182.84,173.7,60.95,Vera Cruz
7.896E+12,"Celerg Xarope 0,4mg/ml + 0,05mg/ml 120ml",Esgotado,37.74,30.84,32.46,Vera Cruz
7.89642E+12,OsteoNutri 600mg + 400UI 60 comprimidos revestidos,Disponível,161.5,153.43,53.83,Vera Cruz
7.89618E+12,Busonid Aquoso Nasal 100mcg 120 doses 6ml,Disponível,95.02,76.73,80.77,Vera Cruz
7.89611E+12,Contractubex Gel 20g,Disponível,142.5,123.2,64.84,Vera Cruz
7.90813E+12,Slinda 4mg 28 comprimidos revestidos,Disponível,130.81,100.66,52.98,Vera Cruz
7.89601E+12,"DIGESTINA - 4mg/mL, 1 frasco gotejador com 20mL de solução de uso oral",Disponível,23.88,14.52,15.28,Vera Cruz
7.89116E+12,Suplemento Hidroeletrolítico Pedialyte Max Coco 500ml,Disponível,23.9,15.67,16.49,Vera Cruz
7.89618E+12,Solução Oftálmica Maxilerg 1mg/ml 5ml,Disponível,43.22,33.26,35.01,Vera Cruz
7.89666E+12,Pant 50mg/ml 2 frascos de 50ml cada,Esgotado,137.29,112.17,59.04,Vera Cruz
7.89132E+12,"Letrozol 2,5mg Eurofarma 30 comprimidos revestidos",Disponível,909.92,328.48,115.26,Vera Cruz
7.89111E+12,"Diane 35 2mg + 0,035mg 21 drágeas",Disponível,42.77,33.73,35.5,Vera Cruz
7.89947E+12,Kalonat 10ml,Disponível,18.99,13.71,14.43,Vera Cruz
7.89621E+12,Atacand 16mg 30 comprimidos,Esgotado,181.97,172.87,60.66,Vera Cruz
7.89611E+12,Aradois 100mg 30 comprimidos revestidos,Disponível,155.71,112.42,59.17,Vera Cruz
7.89611E+12,"Aradois H 50mg + 12,5mg 90 comprimidos revestidos",Disponível,191.86,149.46,52.44,Vera Cruz
7.89106E+12,"Puran T4 37,5mcg 30 comprimidos",Disponível,11.67,8.21,8.64,Vera Cruz
7.89664E+12,"Moment 0,25mg/ml 60ml",Disponível,70.98,62.04,65.3,Vera Cruz
7.89734E+12,Pérola 75mcg 28 comprimidos revestidos,Esgotado,49.93,38.42,40.44,Vera Cruz
7.89611E+12,"Gestrelan 0,15mg + 0,03mg 63 comprimidos",Esgotado,47.53,34.77,36.6,Vera Cruz
7.89172E+12,Alginac 5.000mcg + 100mg + 100mg + 75mg 3 ampolas com 1ml + 3 ampolas com 2ml,Disponível,37.41,30.21,31.8,Vera Cruz
7.89132E+12,Zina 5mg 10 comprimidos,Disponível,60.16,49.72,52.34,Vera Cruz
7.89732E+12,Mioflex A 125mg + 50mg + 300mg + 30mg 30 Comprimidos,Disponível,66.23,57.88,60.93,Vera Cruz
7.89666E+12,Decongex Plus 12 comprimidos,Disponível,33.91,26.91,28.33,Vera Cruz
7.89664E+12,Riopan Plus 80mg/ml + 10mg/ml 240ml,Esgotado,55.89,48.32,50.86,Vera Cruz
7.8976E+12,Sinvastacor 10mg 30 comprimidos revestidos,Disponível,29.9,6.82,7.18,Vera Cruz
7.89771E+12,Insulina Fiasp 100U FlexTouch 3ml Com 1 Caneta,Disponível,66.52,54.35,57.21,Vera Cruz
7.89664E+12,Labirin 24mg 30 comprimidos,Disponível,34.57,16.43,17.29,Vera Cruz
4.26009E+12,Icacort 1mg/g + 10mg/g Creme Dermatológico 30g,Disponível,45.41,40.56,42.69,Vera Cruz
7.89283E+12,Hidrion 40mg + 100mg 30 comprimidos,Disponível,42.04,34.34,36.15,Vera Cruz
7.89611E+12,Kit Solução Estéril para Lentes Bio Lent 360ml + 120ml + Estojo para Lentes,Disponível,46.25,37.79,39.78,Vera Cruz
7.89374E+12,Enxak 12 comprimidos,Disponível,22.58,19.73,20.77,Vera Cruz
7.89283E+12,Hidrion 40mg + 100mg 20 comprimidos,Disponível,29.35,23.98,25.24,Vera Cruz
7.89106E+12,AAS Infantil 100mg com 10 comprimidos,Esgotado,9.16,8.7,9.16,Vera Cruz
7.89803E+12,Diamicron MR 30mg 30 comprimidos de liberação prolongada,Disponível,52.92,41.72,43.92,Vera Cruz
7.89667E+12,Bamifix 300mg 20 drágeas,Disponível,45.76,36.96,38.9,Vera Cruz
7.89934E+12,"Omnic Ocas 0,4mg 60 comprimidos de liberação prolongada",Disponível,233.11,179.38,62.94,Vera Cruz
7.89741E+12,Effient 10mg 30 comprimidos revestidos,Disponível,480.56,346.97,121.74,Vera Cruz
7.50101E+12,Chá Vick Pyrena Sabor Maçã e Canela 5g,Disponível,5.67,5.39,5.67,Vera Cruz
7.89621E+12,Motilium 10mg 60 comprimidos,Esgotado,71.49,60.45,63.63,Vera Cruz
20800750165,"Metamucil Sabor Laranja 10 sachês com 5,85g",Disponível,73.23,64,67.37,Vera Cruz
7.89609E+12,Buscofem 400mg 10 cápsulas,Disponível,34.97,27.25,28.68,Vera Cruz
7.89611E+12,"Pressat 2,5mg 60 comprimidos",Disponível,80.19,60.18,63.35,Vera Cruz
7.89104E+12,Protetor Ocular Nexcare Grande 12un,Disponível,37.9,30.61,32.22,Vera Cruz
7.89805E+12,Lorasliv 10mg 12 comprimidos,Disponível,16.55,2.67,2.81,Vera Cruz
7.89492E+12,Suplemento Vitamínico Neutrofer Prev 60ml,Disponível,89.5,77.38,81.45,Vera Cruz
7.89611E+12,Venaflon 900mg + 100mg 30 comprimidos,Disponível,151.37,66.15,69.63,Vera Cruz
7.89609E+12,Dramin B6 30ml,Disponível,24.35,21.52,22.65,Vera Cruz
7.89492E+12,"Bramicar HCT 40mg + 12,5mg 30 comprimidos",Disponível,107.54,87.86,92.48,Vera Cruz
7.89627E+12,"Psorex 0,5mg/g Solução Capilar 50ml",Disponível,73.82,58.21,61.27,Vera Cruz
7.896E+12,EMS Expector Sabor Caramelo 120ml,Disponível,31.77,30.18,31.77,Vera Cruz
7.89114E+12,Milgamma 150mg 30 drágeas,Esgotado,95.61,81.75,86.05,Vera Cruz
7.89132E+12,Torante 15mg/ml Xarope 100ml,Disponível,65.96,56.39,59.36,Vera Cruz
7.89809E+12,Loção Oleosa Dersani 200ml,Disponível,61.9,52.92,55.71,Vera Cruz
7.89601E+12,Digestina 10mg  20 comprimidos,Disponível,30.83,17.28,18.19,Vera Cruz
7.89621E+12,Symbicort Turbuhaler 6/200 mcg por inalação 60 doses de pó para inalação,Esgotado,138.56,131.63,69.28,Vera Cruz
7.89666E+12,Gaeso 40mg 28 comprimidos,Disponível,193.56,156.3,54.84,Vera Cruz
7.89611E+12,Pantogar Biolab 30 cápsulas,Esgotado,115.29,96.39,50.73,Vera Cruz
7.89666E+12,"Nienza 3,125mg 30 comprimidos",Esgotado,16.45,11.72,12.34,Vera Cruz
7.89618E+12,Vasogard 50mg 60 comprimidos,Disponível,46.67,37.24,39.2,Vera Cruz
7.89732E+12,Magnopyrol 500mg/ml Gotas 20ml,Disponível,50.99,44.56,46.91,Vera Cruz
7.89666E+12,Tormiv SL 10mg Sabor Limão 20 comprimidos sublinguais,Disponível,49.41,39.9,42,Vera Cruz
7.89652E+12,Xarope Ambroxmel Sabor Mel 120ml,Disponível,26.39,16.55,17.42,Vera Cruz
7.89609E+12,"Fluidificante e Descongestionante Nasal Blusoro Jet Infantil 0,9% 100ml",Disponível,48.51,42.85,45.11,Vera Cruz
7.89111E+12,Xarelto 15mg 28 comprimidos revestidos,Esgotado,395.24,375.48,131.75,Vera Cruz
7.89611E+12,Suplemento Alimentar Doss 2.000UI Vitamina D3 30 cápsulas gelatinosas moles,Disponível,39.9,37.91,39.9,Vera Cruz
7.89667E+12,Clenil Compositum HFA Spray 50mcg + 100mcg 200 doses 10ml,Disponível,65.98,53.9,56.74,Vera Cruz
7.896E+12,Quicard 35mg 60 Comprimidos Revestidos De Liberação Prolongada,Esgotado,143.68,120.12,63.22,Vera Cruz
7.89664E+12,"Yomax 5,4mg 60 comprimidos",Disponível,109.83,93.91,98.85,Vera Cruz
7.89625E+12,Xarope Vibral 3mg/ml Sabor Framboesa 120ml,Disponível,33.34,29.14,30.67,Vera Cruz
7.89652E+12,Paracetamol 200mg/ml Cimed 15ml,Esgotado,13.09,5.35,5.63,Vera Cruz
7.896E+12,Rivaroxabana 20mg EMS 30 comprimidos revestidos,Esgotado,242.26,27.62,29.07,Vera Cruz
7.89671E+12,Flavonid 450mg + 50mg 60 comprimidos revestidos,Disponível,187.97,92.85,97.74,Vera Cruz
7.89601E+12,Suplemento Alimentar para Gestantes Mega Mater 30 cápsulas,Disponível,121.5,105.04,55.29,Vera Cruz
3.40097E+12,Flebodia 600mg 30 comprimidos revestidos,Disponível,165.46,130.46,68.67,Vera Cruz
7.89804E+12,Marevan 5mg 30 comprimidos,Disponível,35.24,27.11,28.54,Vera Cruz
7.89609E+12,Nesina Pio 25mg + 15mg 30 comprimidos revestidos,Esgotado,282.02,267.92,94.01,Vera Cruz
7.89666E+12,Trezor 20mg 30 comprimidos revestidos,Disponível,71.61,56.47,59.44,Vera Cruz
7.89609E+12,"Fluidificante e Descongestionante Nasal Rinosoro Jet XT Infantil 0,9% 100ml",Disponível,65.38,57.76,60.8,Vera Cruz
7.89734E+12,"Sandrena 0,5mg Gel 28 sachês com 0,5g",Disponível,51.84,36.94,38.88,Vera Cruz
7.89664E+12,Miosan 5mg 30 comprimidos,Disponível,63.57,44.69,47.04,Vera Cruz
7.89611E+12,Venaflon 450mg + 50mg 30 comprimidos revestidos,Disponível,105.37,32.03,33.72,Vera Cruz
7.89666E+12,Motore 250mg 120 cápsulas,Esgotado,287.95,273.55,95.98,Vera Cruz
7.89492E+12,"Somalgin Cardio 81mg, 60 Comprimidos Revestidos de Dupla Camada",Disponível,32.28,25.76,27.12,Vera Cruz
7.89611E+12,Dacxi 20mg 28 comprimidos revestidos,Esgotado,41.84,39.75,41.84,Vera Cruz
7.89664E+12,Meclin 25mg 15 comprimidos,Disponível,29.65,23.94,25.2,Vera Cruz
7.89618E+12,Alenia Refil 6mcg + 200mcg 60 cápsulas inalatórias,Disponível,118.83,112.89,59.42,Vera Cruz
7.89627E+12,Zyrtec 10mg 12 comprimidos revestidos,Esgotado,90.03,72.7,76.53,Vera Cruz
7.89664E+12,Suplemento Alimentar Probid 30 Cápsulas,Disponível,88.9,84.46,88.9,Vera Cruz
7.89666E+12,Osteoban 150mg 3 comprimidos,Disponível,156.62,126.47,66.57,Vera Cruz
7.89626E+12,Synthroid 88mcg 30 comprimidos,Disponível,52.49,39.4,41.47,Vera Cruz
7.89627E+12,"Naramig 2,5mg 4 comprimidos revestidos",Disponível,28.11,23.5,24.74,Vera Cruz
7.89671E+12,Vertigium 10mg 50 comprimidos,Disponível,16.29,15.48,16.29,Vera Cruz
7.89601E+12,Vodol 20mg/g Pó 30g,Disponível,43.81,34.54,36.36,Vera Cruz
7.89896E+12,Teste de Gravidez Fast Test Semanas 1un,Esgotado,29.99,18.8,19.79,Vera Cruz
7.896E+12,Maleato de Dexclorfeniramina 2mg/5ml EMS 120ml,Disponível,22.82,11.92,12.55,Vera Cruz
