EAN,Produto_Original,Status,Preço_De_Tabela,Preço_Pix,Preço_Cartão,Farmácia
7.89801E+12,Solução de Manitol 20% 250ml,Disponível,29.99,20.23,21.29,Vera Cruz
7.89804E+12,"Actifedrin 2,5mg + 60mg 20 comprimidos",Disponível,15.57,13.31,14.01,Vera Cruz
7.89801E+12,Colic Calm Suspensão Oral 59ml,Disponível,141.9,113.24,59.6,Vera Cruz
7.89618E+12,Busonid Aquoso Nasal 64mcg 120 doses 6ml,Disponível,36.95,31.25,32.89,Vera Cruz
7.89741E+12,Benicar Triplo 40mg/25mg/10mg 30 comprimidos revestidos,Esgotado,192.67,183.04,64.22,Vera Cruz
7.89732E+12,"Solução Oftálmica Alphagan Z 0,1% 5ml",Disponível,72.18,57.6,60.63,Vera Cruz
7.89618E+12,Lotar 5mg + 100mg 30 cápsulas,Disponível,92.68,71.32,75.07,Vera Cruz
7.89856E+12,"PlantaBen 3,5g Sabor Artificial Laranja Pó Efervescente 30 envelopes com 5g cada",Disponível,196.97,160.92,56.46,Vera Cruz
7.89664E+12,Flancox 400mg 10 comprimidos revestidos,Esgotado,31.04,17.69,18.62,Vera Cruz
7.89132E+12,Pietra ED 2mg 30 comprimidos revestidos,Disponível,69.06,57.08,60.08,Vera Cruz
7.89732E+12,Solução Oftálmica Cromolerg 4% 5ml,Disponível,21.73,18.16,19.12,Vera Cruz
7.89623E+12,Aplause 20mg 30 comprimidos revestidos,Disponível,150.54,128.72,67.75,Vera Cruz
7.89804E+12,Dolamin Flex 125mg + 5 mg 12 comprimidos revestidos,Disponível,54.25,51.54,54.25,Vera Cruz
7.89624E+12,"DRENIFÓRMIO - 0,125mg/g + 30mg/g, 1 bisnaga com 30g de creme de uso dermatológico",Esgotado,46.3,43.99,46.3,Vera Cruz
7.89666E+12,Bravan 160mg 30 comprimidos revestidos,Disponível,51.91,49.31,51.91,Vera Cruz
7.89609E+12,Ammy 4mg 28 comprimidos revestidos,Disponível,130.81,124.27,65.41,Vera Cruz
7.89609E+12,Eparema Sabor Hortelã 12 flaconetes de 10ml cada,Disponível,59.49,46.91,49.38,Vera Cruz
7.89601E+12,Advil Mulher 400mg 10 Cápsulas Líquidas,Disponível,32.06,22.53,23.72,Vera Cruz
7.89633E+12,ABC Creme 10mg/g 20g,Disponível,19.24,13.35,14.05,Vera Cruz
7.89114E+12,Coristina D Pro 4 comprimidos,Disponível,13.19,11.66,12.27,Vera Cruz
7.89621E+12,Stugeron 25mg 30 comprimidos,Disponível,27.86,21.96,23.12,Vera Cruz
7.89622E+12,Luftal Gel Caps 125mg - 20 Cápsulas Gelatinosas,Disponível,55.99,43.08,45.35,Vera Cruz
7.896E+12,Bálsamo Bengué Gel 60g,Disponível,45.81,34.38,36.19,Vera Cruz
7.89664E+12,Siilif 100mg 30 comprimidos revestidos,Disponível,108.71,88.82,93.49,Vera Cruz
7.89666E+12,Artrosil 320mg 10 cápsulas duras de liberação prolongada,Disponível,136.53,110.25,58.03,Vera Cruz
7.89624E+12,Ablok Plus 100mg 25mg 30 comprimidos,Disponível,78.08,55.63,58.56,Vera Cruz
7.89732E+12,"Fluidificante e Descongestionante Nasal Rinosoro SIC Infantil Spray Suave 0,9%  50ml",Disponível,37.49,33.13,34.87,Vera Cruz
7.89732E+12,Vitamina D3 Addera D3 7.000UI 30 comprimidos revestidos,Disponível,175.28,139.88,73.62,Vera Cruz
7.89609E+12,Venalot 15mg + 90mg 60 comprimidos,Disponível,137.63,108.52,57.12,Vera Cruz
7.89132E+12,Primera 30 150mcg + 30mcg 63 comprimidos,Disponível,94.63,71.92,75.7,Vera Cruz
7.89626E+12,Diovan 80mg 28 comprimidos revestidos,Esgotado,151.14,143.58,50.38,Vera Cruz
7.89172E+12,"Diclin 2mg + 0,035mg 63 comprimidos revestidos",Disponível,61.31,48.35,50.89,Vera Cruz
7.89114E+12,Coristina D Pro 16 comprimidos,Disponível,44.48,38.87,40.92,Vera Cruz
7.8981E+12,Deocil SL 10mg 20 comprimidos,Disponível,77.47,58.14,61.2,Vera Cruz
7.89601E+12,Carverol 250mg 20 comprimidos,Disponível,34.5,32.78,34.5,Vera Cruz
7.89114E+12,Alivium 400mg 10 cápsulas líquidas,Disponível,33.48,28.62,30.13,Vera Cruz
7.89111E+12,"Diane 35 2mg + 0,035mg 63 drágeas",Disponível,91.14,70.13,73.82,Vera Cruz
7.89626E+12,Synthroid 125mcg 30 comprimidos,Disponível,58.56,43.95,46.26,Vera Cruz
7.89626E+12,Diovan Amlo Fix 320mg + 10mg 28 comprimidos revestidos,Disponível,208.15,197.74,69.38,Vera Cruz
7.89666E+12,"Esalerg D12 2,5mg + 120mg 10 comprimidos de liberação modificada",Esgotado,65.72,54.94,57.83,Vera Cruz
7.89623E+12,Fluidificante e Descongestionante Nasal Wash In 100ml,Esgotado,7.5,5.78,6.08,Vera Cruz
7.89623E+12,Dozemast 1.000mcg 30 comprimidos sublinguais,Disponível,104.46,79.39,83.57,Vera Cruz
7.89603E+12,"Spiolto 2,5mcg + 2,5mcg 1 Frasco com 4ml de Solução, 60 Acionamentos + Inalador Respimat",Esgotado,396.83,376.99,132.28,Vera Cruz
7.89666E+12,Vertix 5mg/ml Sabor Baunilha 30ml,Disponível,14.05,11.34,11.94,Vera Cruz
7.89611E+12,Profergan 25mg 20 comprimidos revestidos,Disponível,12.82,7.43,7.82,Vera Cruz
7.89669E+12,Florax SM 100milhões/ml Sabor Framboesa 5 flaconetes com 5ml cada,Disponível,55.03,46.01,48.43,Vera Cruz
7.89104E+12,LuftaGastroPro Sachê 10ml,Disponível,4.79,3.82,4.02,Vera Cruz
7.89602E+12,Leite de Magnésia Eno Hortelã 350ml,Disponível,27.9,20.67,21.76,Vera Cruz
7.89666E+12,Levoid 25mcg 30 comprimidos,Disponível,18.68,14.73,15.5,Vera Cruz
7.89609E+12,Alektos 20mg 20 comprimidos,Disponível,74.6,65.2,68.63,Vera Cruz
7.89106E+12,Analgésico Novalgina 1g 10 comprimidos efervescentes,Disponível,37.61,35.73,37.61,Vera Cruz
7.89609E+12,Benegrip Multi Febre e Dor Pediatrico 15ml,Disponível,22.98,19.65,20.68,Vera Cruz
7.89732E+12,"Solução Oftálmica Pred Mild 0,12% 10ml",Disponível,59.25,56.29,59.25,Vera Cruz
7.89621E+12,SeloZok 50mg 30 comprimidos revestidos de liberação controlada,Disponível,85.05,80.8,85.05,Vera Cruz
7.89603E+12,Xarope Bisolvon Expectorante Pediátrico 4mg/5ml 1 frasco com 120mL,Disponível,32.54,27.21,28.64,Vera Cruz
7.89666E+12,Biofenac DI 50mg 10 comprimidos dispersíveis,Disponível,21.48,18.16,19.12,Vera Cruz
7.89611E+12,Bivolet 5mg Biolab 30 comprimidos,Disponível,64.59,53.38,56.19,Vera Cruz
7.89492E+12,Vynaxa 15mg 28 Comprimidos Revestidos,Esgotado,51.77,49.18,51.77,Vera Cruz
7.89895E+12,Utrogestan 200mg com 42 cápsulas,Disponível,241.69,192.87,67.67,Vera Cruz
7.8976E+12,Puran T4 150mcg 30 comprimidos,Disponível,27.36,18.97,19.97,Vera Cruz
7.89666E+12,NovaCort Creme 30g,Disponível,48.24,42.62,44.86,Vera Cruz
7.89172E+12,Euthyrox 25mcg 50 comprimidos,Disponível,38.58,28.22,29.71,Vera Cruz
7.89602E+12,Sal de Frutas Eno Laranja 2 envelopes com 5g,Disponível,4.98,3.83,4.03,Vera Cruz
7.89621E+12,Motilium 10mg 30 comprimidos,Disponível,37.7,32.95,34.68,Vera Cruz
7.89666E+12,Brondilat 50mg/5ml Xarope Sabor Framboesa 120ml,Disponível,62.33,50.92,53.6,Vera Cruz
7.89603E+12,Xarope Mucosolvan 30mg/5ml Sabor Morango 120ml,Disponível,65.33,55.86,58.8,Vera Cruz
7.89602E+12,Sal de Frutas Eno Tradicional 2 envelopes com 5g,Disponível,4.98,3.71,3.9,Vera Cruz
7.89621E+12,Imosec 2mg 12 comprimidos,Disponível,12.23,10.69,11.25,Vera Cruz
7.89804E+12,Suplemento Alimentar Lipomax Cromo 60 cápsulas,Disponível,49.5,44.2,46.53,Vera Cruz
7.89611E+12,Ibupril 400mg 8 cápsulas gelatinosas moles,Disponível,23.61,7.18,7.56,Vera Cruz
7.89132E+12,"Dexfer 400mg, Eurofarma 30 comprimidos revestidos",Disponível,68.05,56.89,59.88,Vera Cruz
7.89666E+12,Levoid 50mcg 30 comprimidos,Disponível,20.94,16.31,17.17,Vera Cruz
7.89627E+12,Valtrex 500mg 10 comprimidos revestidos,Disponível,212.91,202.26,70.97,Vera Cruz
7.89804E+12,"Solução Nasal Maresis Baby 0,9% Spray Jato Suave Contínuo 100ml",Disponível,57.83,51.09,53.78,Vera Cruz
7.89132E+12,Zart 50mg 30 comprimidos revestidos,Disponível,14.7,4.75,5,Vera Cruz
78905108,Pomada Minancora 30g,Disponível,20.97,18.13,19.08,Vera Cruz
7.89732E+12,Amplium G 30mg/g + 20mg/g Creme Ginecológico 40g + 7 aplicadores,Esgotado,42.19,36.07,37.97,Vera Cruz
7.89609E+12,"Elani Ciclo 3mg + 0,03mg 21 comprimidos revestidos",Disponível,72.66,53.84,56.67,Vera Cruz
7.89934E+12,"Vesomni 6mg + 0,4mg 30 comprimidos revestidos de liberação modificada",Disponível,230.36,188.2,66.04,Vera Cruz
7.89609E+12,Vatis 150mg 90 comprimidos revestidos,Disponível,137.51,104.51,55.01,Vera Cruz
7.89586E+12,Leite de Magnésia Phillips Original 120ml,Esgotado,23.5,17.64,18.57,Vera Cruz
7.89624E+12,Ablok 25mg 30 comprimidos,Disponível,15.85,2.56,2.69,Vera Cruz
7.89666E+12,Allestra 20 75mcg + 20mcg 63 drágeas,Disponível,94.02,75.92,79.92,Vera Cruz
7.89603E+12,Pradaxa 110mg 30 cápsulas,Disponível,209.27,163.02,57.2,Vera Cruz
7.89611E+12,Nebilet 5mg 30 comprimidos,Disponível,166.89,120.5,63.42,Vera Cruz
7.89804E+12,Promensil 100mg 30 comprimidos revestidos,Disponível,159.98,133.74,70.39,Vera Cruz
7.8981E+12,Loncord 20mg 20 cápsulas,Esgotado,31.46,21.82,22.97,Vera Cruz
7.89666E+12,Artrolive 1500mg + 1200mg Sabor Laranja 30 envelopes com 4g de granulado cada,Disponível,141.29,134.23,70.65,Vera Cruz
7.89804E+12,Arnica Montana 6CH Almeida Prado Frasco com 13g,Disponível,32.9,31.26,32.9,Vera Cruz
7.89824E+12,"Motix Solução Injetável 10 ampolas com 2,2ml cada",Disponível,244,210.94,74.01,Vera Cruz
7.89492E+12,Indux 50mg 10 comprimidos,Disponível,78.67,62.78,66.08,Vera Cruz
7.89492E+12,Itraspor 100mg 4 cápsulas,Disponível,39.92,31.47,33.13,Vera Cruz
7.89624E+12,"Drenison 4mcg/cm² Oclusivo 1 Rolo com 7,5cm x 200cm",Disponível,144.29,116.52,61.33,Vera Cruz
7.89611E+12,Suplemento Alimentar DOSS 1.000UI Vitamina D3 90 Cápsulas Gelatinosas,Disponível,97.9,86.5,91.05,Vera Cruz
7.896E+12,Lacday 10.000 U.FCC EMS 30 comprimidos mastigáveis,Disponível,64.9,61.66,64.9,Vera Cruz
5.00046E+12,Forxiga 10mg 30 comprimidos revestidos,Disponível,236.96,168.83,59.24,Vera Cruz
7.89132E+12,Duomo HP 2mg + 5 mg 30 cápsulas,Disponível,163.97,132.4,69.69,Vera Cruz
7.89114E+12,Predsim 11mg/ml Gotas 20ml,Disponível,46.49,39.31,41.38,Vera Cruz
7.89621E+12,Atacand Comb 16mg + 5mg 30 comprimidos + 30 comprimidos de liberação prolongada,Esgotado,132.62,125.99,66.31,Vera Cruz
7.89652E+12,Dimetigass Gotas 75mg 15ml,Disponível,6.99,3.71,3.91,Vera Cruz
7.89601E+12,Florastor 12 cápsulas,Esgotado,25.9,24.61,25.9,Vera Cruz
7.89803E+12,Daflon 1000mg FFPM 60 comprimidos revestidos,Disponível,338.17,266.65,93.56,Vera Cruz
7.89895E+12,"Oestrogel 0,6mg/g Gel 80g",Disponível,84.56,68.29,71.88,Vera Cruz
7.8976E+12,Puran T4 200mcg 30 comprimidos,Disponível,59.89,41.53,43.72,Vera Cruz
7.89611E+12,Creme Dermatológico Profergan 20mg/g 30g,Disponível,25.93,20.44,21.52,Vera Cruz
7.89804E+12,Marevan 5mg 10 comprimidos,Esgotado,11.68,9.1,9.58,Vera Cruz
7.89172E+12,Zimiex 10mg 30 comprimidos,Esgotado,73.26,54.28,57.14,Vera Cruz
5.00046E+12,Qtern 5mg/10mg 30 comprimidos revestidos,Disponível,309.73,241.28,84.66,Vera Cruz
7.8976E+12,Diclac SR 75mg 20 comprimidos,Disponível,51.39,35.63,37.51,Vera Cruz
7.89621E+12,SeloZok 100mg 30 comprimidos revestidos de liberação controlada,Esgotado,139.39,132.42,69.7,Vera Cruz
7.89655E+12,"Maxidex Pomada Oftálmica 1mg/g 3,5g",Disponível,40.34,35.64,37.52,Vera Cruz
7.89603E+12,"Trayenta Duo 2,5mg / 1000mg 60 comprimidos revestidos",Disponível,319.19,242.58,85.12,Vera Cruz
7.89114E+12,"Diprosalic 0,5mg/ml + 20mg/ml Solução Dermatológica 30ml",Disponível,56.69,49.01,51.59,Vera Cruz
7.89602E+12,Antigases Luftal Gotas 75mg/ml Sabor Cereja 30ml,Disponível,59.99,46.73,49.19,Vera Cruz
7.89618E+12,Angipress 50mg 30 comprimidos,Disponível,39.95,31.5,33.16,Vera Cruz
7.89601E+12,Analgésico Advil 400mg 20 cápsulas líquidas,Disponível,51.91,36.49,38.41,Vera Cruz
7.89132E+12,"Duomo 4mg Eurofarma, 30 comprimidos",Disponível,67.92,54.84,57.73,Vera Cruz
7.89666E+12,Montelair 5mg Sabor Cereja 60 comprimidos mastigáveis,Disponível,126.47,86.51,91.06,Vera Cruz
7.89609E+12,Pastilhas Vick Drops Sabor Artificial de Cereja 10g,Esgotado,4.5,3.76,3.96,Vera Cruz
7.89664E+12,Xantinon Complex 100ml,Disponível,18.78,16.06,16.9,Vera Cruz
7.89899E+12,Teste de Gravidez Fast Test Plus 1un,Disponível,13.35,11.42,12.02,Vera Cruz
7.89664E+12,Reparil 10mg/g + 50mg/g Gel 100g,Esgotado,99.33,79.27,83.44,Vera Cruz
7.50044E+12,Teste de Gravidez Clearblue Plus,Disponível,26.5,19.89,20.94,Vera Cruz
7.89601E+12,Diamox 250mg 30 comprimidos,Esgotado,27.97,20.46,21.54,Vera Cruz
7.89492E+12,Toragesic 10mg 10 comprimidos sublinguais,Disponível,36.61,29.56,31.12,Vera Cruz
7.89666E+12,Osteotrat 35mg 4 comprimidos revestidos,Esgotado,106.28,100.97,53.14,Vera Cruz
7.89611E+12,Listo 4mg 10 comprimidos de desintegração oral,Esgotado,30.3,28.79,30.3,Vera Cruz
7.896E+12,"Drenatan 0,05mg/ml Solução Oftálmica 2,5ml",Esgotado,0,155.94,0,Vera Cruz
7.89106E+12,Apidra 100UI/ml 1 ampola com 10ml,Disponível,161.91,130.74,68.81,Vera Cruz
7.89114E+12,Cizax 5mg 30 comprimidos,Esgotado,62.82,52.52,55.28,Vera Cruz
7.89734E+12,Januvia 100mg 28 comprimidos revestidos,Disponível,348.91,331.46,116.3,Vera Cruz
7.89132E+12,"Holmes H 20mg + 12,5mg 30 comprimidos revestidos",Disponível,79.09,57.86,60.9,Vera Cruz
7.89771E+12,"Xultophy 100UI/ml + 3,6mg/ml 1 sistema de aplicação com 3ml de solução",Esgotado,322.53,306.4,107.51,Vera Cruz
7.896E+12,"Nociclin 0,15mg + 0,03mg 21 comprimidos",Disponível,12.99,6.05,6.37,Vera Cruz
7.89793E+12,"Clob - X 0,5mg/g Pomada Dermatológica 30g",Disponível,54.84,44.28,46.61,Vera Cruz
7.89609E+12,Fluviral Dia 20 comprimidos,Esgotado,34.26,30.92,32.55,Vera Cruz
7.896E+12,Sulfato de Hidroxicloroquina 400mg EMS 30 comprimidos revestidos,Disponível,95.19,90.43,95.19,Vera Cruz
7.89633E+12,Xarope Glyteol 200mg/15ml Sabor Morango 100ml,Disponível,28.68,19.34,20.36,Vera Cruz
7.89982E+12,Enax 200mg 30 comprimidos revestidos,Disponível,99.42,77.44,81.52,Vera Cruz
7.89734E+12,Xarope Desalex 100ml,Disponível,96.73,80.86,85.12,Vera Cruz
7.89671E+12,Magnostase 2mg 12 comprimidos,Disponível,10.61,6.25,6.58,Vera Cruz
7.89666E+12,Artrolive 500mg + 400mg 90 cápsulas,Disponível,345.69,328.41,115.23,Vera Cruz
7.89666E+12,"Esalerg 1,25mg/ml Gotas 20ml",Disponível,57.01,47.66,50.17,Vera Cruz
7.89734E+12,Janumet 50mg + 500mg 56 comprimidos revestidos,Esgotado,339.79,322.8,113.26,Vera Cruz
7.89623E+12,"Bicarbonato de Sódio ADV 10 Sachês de 2,5g cada",Disponível,7.5,5.99,6.3,Vera Cruz
7.89601E+12,"Solução Oftálmica Octifen 0,25mg/ml 5ml",Disponível,38.53,30.01,31.59,Vera Cruz
7.89608E+12,Androsten 94mg 30 comprimidos,Disponível,151.17,120.63,63.49,Vera Cruz
7.89816E+12,Desodalina 600mg 60 cápsulas,Disponível,83.5,71.39,75.15,Vera Cruz
7.89666E+12,Steaton 200mg 60 cápsulas moles,Disponível,189.84,160.51,56.32,Vera Cruz
7.89101E+12,Pastilhas Benalet Sabor Mel e Limão 4un,Disponível,15.33,13.4,14.1,Vera Cruz
7.89602E+12,"Eliquis 2,5mg 20 comprimidos revestidos",Esgotado,133.74,127.05,66.87,Vera Cruz
7.89741E+12,Benicar HCT 40mg/25mg 30 comprimidos revestidos,Disponível,108.55,79.4,83.58,Vera Cruz
7.89106E+12,Antialérgico Allegra 60mg 10 comprimidos revestidos,Esgotado,29.9,24.99,26.31,Vera Cruz
7.89732E+12,Lisador 4 comprimidos,Disponível,12.55,10.97,11.55,Vera Cruz
7.89601E+12,Colact 667mg/ml Sabor Salada de Frutas 120ml,Disponível,29.77,19.23,20.24,Vera Cruz
7.89666E+12,"Fentizol 0,02g/g Creme Dermatológico 20g",Disponível,44.63,38.58,40.61,Vera Cruz
7.89627E+12,"Psorex 0,5mg/g Pomada Dermatológica 30g",Esgotado,51.33,48.76,51.33,Vera Cruz
7.89804E+12,Probiatop 30 sachês com 1g,Disponível,137.5,130.63,68.75,Vera Cruz
7.89662E+12,Antiácido Gastrol Blister 20 Pastilhas,Disponível,23.99,18.91,19.91,Vera Cruz
7.89106E+12,Analgésico Dorflex 24 comprimidos,Disponível,19.52,17.43,18.35,Vera Cruz
7.89603E+12,Pradaxa 150mg 30 cápsulas,Disponível,209.27,165.01,57.9,Vera Cruz
7.89671E+12,Laxante Fitoterápico Naturetti Geleia Sabor Ameixa 130g,Esgotado,95.04,74.94,78.88,Vera Cruz
7.89601E+12,Solução Oftálmica Cetrolac MD 4mg/ml 10ml,Disponível,109.6,82.25,86.58,Vera Cruz
7.89666E+12,Betadine 24mg 30 comprimidos,Disponível,43.13,35.24,37.09,Vera Cruz
7.89626E+12,Synthroid 150mcg 30 comprimidos,Disponível,63.12,47.37,49.86,Vera Cruz
7.89611E+12,Dacxi 10mg 30 comprimidos revestidos,Esgotado,44.83,42.59,44.83,Vera Cruz
7.89626E+12,Galvus Met 50mg + 850mg 56 comprimidos revestidos,Esgotado,261.38,248.31,87.13,Vera Cruz
7.89626E+12,Synthroid 25mcg 30 comprimidos,Disponível,40.59,30.47,32.07,Vera Cruz
7.89843E+12,"Lavagem Nasal Nasoar XT 5,0% Refil 15 sachês",Disponível,85.5,69.85,73.53,Vera Cruz
7.89666E+12,Diosmin SDU 900mg + 100mg Sabor Laranja / Limão 15 sachês com 5g cada,Esgotado,87.7,83.32,87.7,Vera Cruz
7.89771E+12,Levemir Flexpen 100U/ml com 1 sistema de aplicação preenchido 3ml,Esgotado,137.15,130.29,68.58,Vera Cruz
7.89666E+12,"Adinos 0,5mg/g Gel Creme 30g",Disponível,44.4,37.96,39.96,Vera Cruz
7.50044E+12,Metamucil Pó Sabor Original 210g,Disponível,132.25,125.64,66.13,Vera Cruz
7.89858E+12,"Noripurum Fólico 100mg + 0,35mg 30 comprimidos mastigáveis",Disponível,78.03,65.98,69.45,Vera Cruz
7.89618E+12,"Cordarex 2,5mg 30 comprimidos",Disponível,39.25,31.32,32.97,Vera Cruz
5.70219E+12,Advantan 1mg/g Loção 20g,Disponível,112.13,87.35,91.95,Vera Cruz
7.89609E+12,Suplemento Alimentar Ofolato SOP Sabor Tangerina 30 sachês,Esgotado,149.9,131.01,68.96,Vera Cruz
7.89626E+12,Ritmonorm 300mg 30 comprimidos revestidos,Esgotado,152.48,144.86,50.83,Vera Cruz
7.89132E+12,Equitam 120mg 30 comprimidos revestidos,Disponível,116.68,96.43,50.76,Vera Cruz
7.896E+12,Lacday 10.000 FCC ALU EMS 60 comprimidos mastigáveis,Disponível,92.9,75.02,78.97,Vera Cruz
7.896E+12,Itralex 100mg 4 Cápsulas Duras,Esgotado,50.76,41.95,44.16,Vera Cruz
7.50044E+12,Descongestionante em Jato Contínuo Vick Vapo Spray 100ml,Esgotado,49.3,46.84,49.3,Vera Cruz
7.89666E+12,Prelone 5mg 20 comprimidos,Disponível,26.1,21.82,22.97,Vera Cruz
7.89664E+12,Labirin 24mg 60 comprimidos,Disponível,66.46,46.72,49.18,Vera Cruz
7.89611E+12,Vonaugasmax 250mg 20 cápsulas moles,Esgotado,55.58,52.8,55.58,Vera Cruz
7.89609E+12,Antiácido Pó Efervescente Estomazil Sabor Abacaxi 6 envelopes com 5g cada,Disponível,15.49,12.22,12.86,Vera Cruz
7.8976E+12,Puran T4 88mcg 30 comprimidos,Disponível,26.82,18.34,19.31,Vera Cruz
7.896E+12,Infralax 15 comprimidos,Disponível,17.88,10.7,11.26,Vera Cruz
7.89295E+12,Symdulor SL 10mg 10 comprimidos sublinguais,Esgotado,36.58,28.15,29.63,Vera Cruz
7.89666E+12,Rubia 75mcg 84 comprimidos revestidos,Disponível,110.76,89.44,94.15,Vera Cruz
7.89666E+12,Gaeso 20mg 28 comprimidos,Esgotado,96.8,78.17,82.28,Vera Cruz
7.89747E+12,"Halobex 0,05% Creme Dermatológico 30g",Disponível,23.01,20.11,21.17,Vera Cruz
7.89858E+12,Noripurum 100mg 30 comprimidos mastigáveis,Disponível,75.63,66.1,69.58,Vera Cruz
7.89172E+12,Glucovance 500 + 5mg 30 comprimidos revestidos,Disponível,57.84,44.51,46.85,Vera Cruz
7.89172E+12,Concor 5mg 30 comprimidos revestidos,Disponível,108.07,77,81.05,Vera Cruz
7.89982E+12,Minel 200mg 30 comprimidos revestidos,Disponível,179.71,131.46,69.19,Vera Cruz
7.89101E+12,Pastilhas Benalet Sabor Mel e Limão 12un,Disponível,42.03,33.94,35.73,Vera Cruz
7.89671E+12,Torsilax Neo Química 12 comprimidos,Disponível,17.99,9.4,9.89,Vera Cruz
7.89732E+12,Solução Oftálmica Pilocarpina 4% 10ml,Esgotado,66.44,48.6,51.16,Vera Cruz
7.89601E+12,Solução Oral Nasaliv Sabor Cereja 60ml,Esgotado,18.55,17.62,18.55,Vera Cruz
7.89111E+12,Solução Spray Canesten 10mg/ml 30ml,Disponível,66.99,57.91,60.96,Vera Cruz
7.89626E+12,Galvus Met 50mg + 1000mg 56 comprimidos revestidos,Esgotado,261.38,248.31,87.13,Vera Cruz
7.89666E+12,"Lubrificante Ocular Laxime 0,15% 10ml",Esgotado,60.34,53.88,56.72,Vera Cruz
7.89804E+12,"Annita 20mg/ml, 1 frasco com 45ml de pó para suspensão de uso oral",Esgotado,32.83,27.76,29.22,Vera Cruz
7.89609E+12,"Tarfic 0,1% Pomada Dermatológica 30g",Disponível,190.62,144.88,50.83,Vera Cruz
7.89664E+12,"Arpadol 400mg, 60 Comprimidos",Disponível,226.48,215.16,75.49,Vera Cruz
7.89132E+12,Ventus Spray 50mcg 60 Acionamentos 9ml,Esgotado,48.01,37.86,39.85,Vera Cruz
7.89111E+12,Gino Canesten 3 Dias 100mg/5g Creme Vaginal 20g + 3 aplicador,Disponível,94.98,79.4,83.58,Vera Cruz
7.89624E+12,"Drenison N 0,125mg/g + 0,35mg/g Creme 30g",Esgotado,45.06,37.67,39.65,Vera Cruz
7.89602E+12,Advil 600mg 12 Horas 6 comprimidos revestidos de liberação prolongada,Esgotado,25.18,19.38,20.4,Vera Cruz
7.89609E+12,Sumax 50mg 2 comprimidos revestidos,Disponível,33.81,26.98,28.4,Vera Cruz
7.89609E+12,"Fluidificante e Descongestionante Nasal Rinosoro Jet Infantil 0,9% 100ml",Disponível,50.14,44.3,46.63,Vera Cruz
7.89668E+12,Funtyl 10mg/g Creme 20g,Disponível,38.76,30.93,32.56,Vera Cruz
7.896E+12,Loratadina 1mg/ml EMS Sabor Cereja 100ml,Disponível,40.69,20.1,21.16,Vera Cruz
7.89626E+12,Analgésico CataflamPRO XT Emulgel 50g,Disponível,69.27,59.89,63.04,Vera Cruz
7.89671E+12,"Picbam 2,5mg 20 comprimidos revestidos",Esgotado,105.22,99.96,52.61,Vera Cruz
7.8981E+12,"Glicel 1,5g Pediátrico 6 supositórios de glicerina",Disponível,24.46,11.62,12.23,Vera Cruz
7.89803E+12,Acertil 10mg 60 Comprimidos Revestidos,Disponível,217.06,206.21,72.35,Vera Cruz
7.89611E+12,"Flux SR 1,5mg 30 comprimidos revestidos",Disponível,38.41,29.19,30.73,Vera Cruz
7.89768E+12,Funchicórea Pó 3g,Disponível,52.5,44.39,46.73,Vera Cruz
7.89492E+12,Aglucose 50mg 30 comprimidos,Disponível,44.36,37.51,39.48,Vera Cruz
7.89603E+12,Gotas Binelli 30mg/ml 10ml,Disponível,25.13,21.25,22.37,Vera Cruz
7.89609E+12,Sumax 100mg 2 comprimidos revestidos,Disponível,59.75,47.68,50.19,Vera Cruz
7.89741E+12,Lixiana 30mg 30 comprimidos revestidos,Disponível,148.85,125.86,66.24,Vera Cruz
7.89602E+12,Melagrião Própolis e Gengibre Spray Sabor Laranja 30ml,Disponível,21.99,16.71,17.59,Vera Cruz
7.89602E+12,"Combodart 0,5mg + 0,4mg 30 cápsulas gelatinosas duras de liberação prolongada",Disponível,160.25,152.24,53.42,Vera Cruz
7.89666E+12,Flogoral 3mg Pastilhas Sabor Cereja 12un,Disponível,20.85,18.02,18.97,Vera Cruz
7.89609E+12,Tamarine 12mg 20 cápsulas,Disponível,103.99,82.98,87.35,Vera Cruz
7.89666E+12,"Candicort 20mg + 0,64mg Pomada Dermatológica 30g",Disponível,46.35,41.39,43.57,Vera Cruz
7.89492E+12,"Tenadren 40mg + 12,5mg 30 comprimidos",Disponível,15.57,11.84,12.46,Vera Cruz
7.89652E+12,Loratamed D Loratadina 1mg/ml + Sulfato de Pseudoefedrina 12mg/ml Xarope 60ml,Esgotado,32.41,30.79,32.41,Vera Cruz
7.89618E+12,Busonid Caps 200mcg 60 cápsulas para inalação + 1 inalador,Disponível,68.03,54.29,57.15,Vera Cruz
7.89609E+12,Eparema Sabor Tradicional Hortelã 200ml,Disponível,79.47,61.91,65.17,Vera Cruz
7.89893E+12,Xarope Stodal 150ml,Disponível,76.9,67.94,71.52,Vera Cruz
7.89609E+12,Coledue R 10mg + 5mg 30 cápsulas duras,Esgotado,70.8,57.17,60.18,Vera Cruz
7.89283E+12,Etna Injetável 3 frascos ampolas com pó + 3 ampolas com de diluente,Disponível,100.52,79.26,83.43,Vera Cruz
7.89602E+12,Naldecon Pack Dia e Noite 24 comprimidos,Disponível,59.99,56.99,59.99,Vera Cruz
7.896E+12,Dorspan Composto Gotas 20ml,Esgotado,29.79,26.89,28.3,Vera Cruz
7.89793E+12,"Rozex 7,5mg/g Gel 30g",Disponível,116.35,99.48,52.36,Vera Cruz
