Nome da Farmácia;EAN;Nome do produto;Status do produto;Preço original;Preço PIX;Desconto PIX;Preço à vista no cartão;Desconto cartão;Subcategoria;Código do produto;URL do produto
São João;7896004729688;Hidroxizina Genérico EMS 25mg 30 Comprimidos;Disponível;41,89;37,69;-10.0%;37,69;-10.0%;Medicamentos > Alergias E Infecções > Antialérgicos;10101893;https://www.saojoaofarmacias.com.br/hidroxizina-generico-ems-25mg-30-comprimidos-10101893/p
São João;7896016807251;Onglyza 5mg 28 Comprimidos Revestidos AstraZeneca;Disponível;177,06;141,65;-20.0%;141,65;-20.0%;Medicamentos > Diabetes;10099771;https://www.saojoaofarmacias.com.br/onglyza-5mg-28-comprimidos-revestidos-astrazeneca-10099771/p
São João;7896004716299;Solução Oral Paracetamol Genérico EMS Bebê 100mg 15ml;Disponível;27,30;21,89;-19.8%;21,89;-19.8%;Medicamentos > Analgésicos > Dor E Febre;10090128;https://www.saojoaofarmacias.com.br/solucao-oral-paracetamol-generico-ems-bebe-100mg-15ml-10090128/p
São João;7896083400775;Isoflavine 75mg 30 Comprimidos Herbarium;Disponível;85,71;68,57;-20.0%;68,57;-20.0%;Medicamentos > Fitoterápicos;93277;https://www.saojoaofarmacias.com.br/isoflavine-75mg-30-comprimidos-herbarium-93277/p
São João;7896094210295;Iumi ES 3mg+0,02mg 120 Comprimidos Revestidos Libbs;Disponível;243,34;170,34;-30.0%;170,34;-30.0%;Medicamentos > Saúde Da Mulher > Anticoncepcional;10026836;https://www.saojoaofarmacias.com.br/iumi-es-3mg-0-02mg-120-comprimidos-revestidos-libbs-10026836/p
São João;7891058464073;Novalgina Infantil Seringa Solução Oral 100ml Dipirona;Disponível;48,44;34,99;-27.8%;34,99;-27.8%;Medicamentos > Analgésicos > Dor De Cabeça;1764;https://www.saojoaofarmacias.com.br/novalgina-infantil-seringa-solucao-oral-100ml-dipirona-1764/p
São João;7899547505252;Losartana Potássica Genérico Prati-Donaduzzi 50mg 30 Comprimidos Revestidos;Disponível;10,34;7,89;-23.7%;7,89;-23.7%;Medicamentos > Cardiológicos > Pressão Alta;10102141;https://www.saojoaofarmacias.com.br/losartana-potassica-generico-prati-donaduzzi-50mg-30-comprimidos-revestidos-10102141/p
São João;7897851200603;Monocordil 50mg 30 Cápsulas;Disponível;93,14;77,19;-17.1%;77,19;-17.1%;Medicamentos > Cardiológicos > Insuficiência Cardíaca;10090302;https://www.saojoaofarmacias.com.br/monocordil-50mg-30-capsulas-10090302/p
São João;7500435153072;Vick XPE Pediátrico 120ml Procter & Gamble;Disponível;44,68;44,68;-0.0%;44,68;-0.0%;Medicamentos > Gripe E Resfriado > Xarope Para Tosse Produtiva;10026256;https://www.saojoaofarmacias.com.br/vick-xpe-pediatrico-120ml-procter---gamble-10026256/p
São João;7896094206366;Naprix 5mg 30 Comprimidos Libbs;Disponível;84,02;69,49;-17.3%;69,49;-17.3%;Medicamentos > Cardiológicos > Pressão Alta;13656;https://www.saojoaofarmacias.com.br/naprix-5mg-30-comprimidos-libbs-13656/p
São João;7896004729459;Atorvastatina Genérico EMS 80mg 30 Comprimidos Revestidos;Disponível;369,69;184,90;-50.0%;184,90;-50.0%;Medicamentos > Cardiológicos > Colesterol;10100926;https://www.saojoaofarmacias.com.br/atorvastatina-generico-ems-80mg-30-comprimidos-revestidos-10100926/p
São João;7896261011885;Ritalina Cloridrato de Metilfenidato 60 Comprimidos Novartis 10mg (A3);Disponível;106,61;86,49;-18.9%;86,49;-18.9%;Medicamentos > Sistema Nervoso Central > Tdah;10089756;https://www.saojoaofarmacias.com.br/ritalina-cloridrato-de-metilfenidato-60-comprimidos-novartis-10mg--a3--10089756/p
São João;7896094904682;Benegrip Antigripal E Analgésico Para Alívio De Gripe E Resfriado 20 Comprimidos Hypera Pharma;Disponível;46,92;46,92;-0.0%;46,92;-0.0%;Medicamentos > Gripe E Resfriado;100000055;https://www.saojoaofarmacias.com.br/benegrip-antigripal-e-analgesico-para-alivio-de-gripe-e-resfriado-20-comprimidos-hypera-pharma-100000055/p
São João;7898148291984;Ciprofloxacino 500mg 14 Comprimidos Revestidos Genérico Prati;Disponível;44,40;34,90;-21.4%;34,90;-21.4%;Medicamentos > Alergias E Infecções > Infecção;100005830;https://www.saojoaofarmacias.com.br/ciprofloxacino-500mg-14-comprimidos-revestidos-generico-prati-100005830/p
São João;7896714292779;Flavonid 900mg + 100mg 60 Comprimidos Neo Química;Disponível;109,90;109,90;-0.0%;109,90;-0.0%;Medicamentos > Sistema Circulatório;10050561;https://www.saojoaofarmacias.com.br/flavonid-900mg---100mg-60-comprimidos-neo-quimica-10050561/p
São João;7896422513098;Clomid Clomifeno 50mg  10 Comprimidos Organon;Disponível;80,44;67,29;-16.3%;67,29;-16.3%;Medicamentos > Reposição Hormonal > Distúrbios Hormonais;642;https://www.saojoaofarmacias.com.br/clomid-clomifeno-50mg--10-comprimidos-organon-642/p
São João;7898040323806;Simbioflora em Pó 15 Envelopes de 6 cada;Disponível;114,65;100,69;-12.2%;100,69;-12.2%;Medicamentos > Estômago E Gastrointestinais > Prisão De Ventre;100003473;https://www.saojoaofarmacias.com.br/simbioflora-em-po-15-envelopes-de-6-cada-100003473/p
São João;7898148300556;Azitromicina 1g 1 Comprimido Revestido Genérico Prati;Disponível;28,41;25,89;-8.9%;25,89;-8.9%;Medicamentos > Alergias E Infecções > Infecção;100005825;https://www.saojoaofarmacias.com.br/azitromicina-1g-1-comprimido-revestido-generico-prati-100005825/p
São João;7896094922396;Analgésico Neosaldina Dipirona 10 Drágeas Hypera Pharma;Disponível;19,65;15,72;-20.0%;15,72;-20.0%;Medicamentos > Analgésicos > Dor De Cabeça;100008366;https://www.saojoaofarmacias.com.br/analgesico-neosaldina-dipirona-10-drageas-hypera-pharma-100008366/p
São João;7896004703312;Anlodipino 10mg 30 comprimidos Genérico Ems;Disponível;66,41;13,90;-79.1%;13,90;-79.1%;Medicamentos > Cardiológicos > Pressão Alta;994183;https://www.saojoaofarmacias.com.br/anlodipino-10mg-30-comprimidos-generico-ems-994183/p
São João;7896015518875;Avamys Spray Nasal 120 Doses;Disponível;74,30;74,30;-0.0%;74,30;-0.0%;Medicamentos > Alergias E Infecções > Rinite E Sinusite;10096528;https://www.saojoaofarmacias.com.br/avamys-spray-nasal-120-doses-10096528/p
São João;7896083400775;Isoflavine 75mg 30 Comprimidos Herbarium;Disponível;85,71;68,57;-20.0%;68,57;-20.0%;Medicamentos > Fitoterápicos;93277;https://www.saojoaofarmacias.com.br/isoflavine-75mg-30-comprimidos-herbarium-93277/p
São João;7896094210295;Iumi ES 3mg+0,02mg 120 Comprimidos Revestidos Libbs;Disponível;243,34;170,34;-30.0%;170,34;-30.0%;Medicamentos > Saúde Da Mulher > Anticoncepcional;10026836;https://www.saojoaofarmacias.com.br/iumi-es-3mg-0-02mg-120-comprimidos-revestidos-libbs-10026836/p
São João;7891058464073;Novalgina Infantil Seringa Solução Oral 100ml Dipirona;Disponível;48,44;34,99;-27.8%;34,99;-27.8%;Medicamentos > Analgésicos > Dor De Cabeça;1764;https://www.saojoaofarmacias.com.br/novalgina-infantil-seringa-solucao-oral-100ml-dipirona-1764/p
São João;7899547505252;Losartana Potássica Genérico Prati-Donaduzzi 50mg 30 Comprimidos Revestidos;Disponível;10,34;7,89;-23.7%;7,89;-23.7%;Medicamentos > Cardiológicos > Pressão Alta;10102141;https://www.saojoaofarmacias.com.br/losartana-potassica-generico-prati-donaduzzi-50mg-30-comprimidos-revestidos-10102141/p
São João;7897851200603;Monocordil 50mg 30 Cápsulas;Disponível;93,14;77,19;-17.1%;77,19;-17.1%;Medicamentos > Cardiológicos > Insuficiência Cardíaca;10090302;https://www.saojoaofarmacias.com.br/monocordil-50mg-30-capsulas-10090302/p
São João;7500435153072;Vick XPE Pediátrico 120ml Procter & Gamble;Disponível;44,68;44,68;-0.0%;44,68;-0.0%;Medicamentos > Gripe E Resfriado > Xarope Para Tosse Produtiva;10026256;https://www.saojoaofarmacias.com.br/vick-xpe-pediatrico-120ml-procter---gamble-10026256/p
São João;7896094206366;Naprix 5mg 30 Comprimidos Libbs;Disponível;84,02;69,49;-17.3%;69,49;-17.3%;Medicamentos > Cardiológicos > Pressão Alta;13656;https://www.saojoaofarmacias.com.br/naprix-5mg-30-comprimidos-libbs-13656/p
São João;7896004729459;Atorvastatina Genérico EMS 80mg 30 Comprimidos Revestidos;Disponível;369,69;184,90;-50.0%;184,90;-50.0%;Medicamentos > Cardiológicos > Colesterol;10100926;https://www.saojoaofarmacias.com.br/atorvastatina-generico-ems-80mg-30-comprimidos-revestidos-10100926/p
São João;7896261011885;Ritalina Cloridrato de Metilfenidato 60 Comprimidos Novartis 10mg (A3);Disponível;106,61;86,49;-18.9%;86,49;-18.9%;Medicamentos > Sistema Nervoso Central > Tdah;10089756;https://www.saojoaofarmacias.com.br/ritalina-cloridrato-de-metilfenidato-60-comprimidos-novartis-10mg--a3--10089756/p
São João;7896094904682;Benegrip Antigripal E Analgésico Para Alívio De Gripe E Resfriado 20 Comprimidos Hypera Pharma;Disponível;46,92;46,92;-0.0%;46,92;-0.0%;Medicamentos > Gripe E Resfriado;100000055;https://www.saojoaofarmacias.com.br/benegrip-antigripal-e-analgesico-para-alivio-de-gripe-e-resfriado-20-comprimidos-hypera-pharma-100000055/p
São João;7898148291984;Ciprofloxacino 500mg 14 Comprimidos Revestidos Genérico Prati;Disponível;44,40;34,90;-21.4%;34,90;-21.4%;Medicamentos > Alergias E Infecções > Infecção;100005830;https://www.saojoaofarmacias.com.br/ciprofloxacino-500mg-14-comprimidos-revestidos-generico-prati-100005830/p
São João;7896714292779;Flavonid 900mg + 100mg 60 Comprimidos Neo Química;Disponível;109,90;109,90;-0.0%;109,90;-0.0%;Medicamentos > Sistema Circulatório;10050561;https://www.saojoaofarmacias.com.br/flavonid-900mg---100mg-60-comprimidos-neo-quimica-10050561/p
São João;7896422513098;Clomid Clomifeno 50mg  10 Comprimidos Organon;Disponível;80,44;67,29;-16.3%;67,29;-16.3%;Medicamentos > Reposição Hormonal > Distúrbios Hormonais;642;https://www.saojoaofarmacias.com.br/clomid-clomifeno-50mg--10-comprimidos-organon-642/p
São João;7898040323806;Simbioflora em Pó 15 Envelopes de 6 cada;Disponível;114,65;100,69;-12.2%;100,69;-12.2%;Medicamentos > Estômago E Gastrointestinais > Prisão De Ventre;100003473;https://www.saojoaofarmacias.com.br/simbioflora-em-po-15-envelopes-de-6-cada-100003473/p
São João;7898148300556;Azitromicina 1g 1 Comprimido Revestido Genérico Prati;Disponível;28,41;25,89;-8.9%;25,89;-8.9%;Medicamentos > Alergias E Infecções > Infecção;100005825;https://www.saojoaofarmacias.com.br/azitromicina-1g-1-comprimido-revestido-generico-prati-100005825/p
São João;7896094922396;Analgésico Neosaldina Dipirona 10 Drágeas Hypera Pharma;Disponível;19,65;15,72;-20.0%;15,72;-20.0%;Medicamentos > Analgésicos > Dor De Cabeça;100008366;https://www.saojoaofarmacias.com.br/analgesico-neosaldina-dipirona-10-drageas-hypera-pharma-100008366/p
São João;7896004703312;Anlodipino 10mg 30 comprimidos Genérico Ems;Disponível;66,41;13,90;-79.1%;13,90;-79.1%;Medicamentos > Cardiológicos > Pressão Alta;994183;https://www.saojoaofarmacias.com.br/anlodipino-10mg-30-comprimidos-generico-ems-994183/p
São João;7896015518875;Avamys Spray Nasal 120 Doses;Disponível;74,30;74,30;-0.0%;74,30;-0.0%;Medicamentos > Alergias E Infecções > Rinite E Sinusite;10096528;https://www.saojoaofarmacias.com.br/avamys-spray-nasal-120-doses-10096528/p
São João;7896083400775;Isoflavine 75mg 30 Comprimidos Herbarium;Disponível;85,71;68,57;-20.0%;68,57;-20.0%;Medicamentos > Fitoterápicos;93277;https://www.saojoaofarmacias.com.br/isoflavine-75mg-30-comprimidos-herbarium-93277/p
São João;7896094210295;Iumi ES 3mg+0,02mg 120 Comprimidos Revestidos Libbs;Disponível;243,34;170,34;-30.0%;170,34;-30.0%;Medicamentos > Saúde Da Mulher > Anticoncepcional;10026836;https://www.saojoaofarmacias.com.br/iumi-es-3mg-0-02mg-120-comprimidos-revestidos-libbs-10026836/p
São João;7891058464073;Novalgina Infantil Seringa Solução Oral 100ml Dipirona;Disponível;48,44;34,99;-27.8%;34,99;-27.8%;Medicamentos > Analgésicos > Dor De Cabeça;1764;https://www.saojoaofarmacias.com.br/novalgina-infantil-seringa-solucao-oral-100ml-dipirona-1764/p
São João;7899547505252;Losartana Potássica Genérico Prati-Donaduzzi 50mg 30 Comprimidos Revestidos;Disponível;10,34;7,89;-23.7%;7,89;-23.7%;Medicamentos > Cardiológicos > Pressão Alta;10102141;https://www.saojoaofarmacias.com.br/losartana-potassica-generico-prati-donaduzzi-50mg-30-comprimidos-revestidos-10102141/p
São João;7897851200603;Monocordil 50mg 30 Cápsulas;Disponível;93,14;77,19;-17.1%;77,19;-17.1%;Medicamentos > Cardiológicos > Insuficiência Cardíaca;10090302;https://www.saojoaofarmacias.com.br/monocordil-50mg-30-capsulas-10090302/p
São João;7500435153072;Vick XPE Pediátrico 120ml Procter & Gamble;Disponível;44,68;44,68;-0.0%;44,68;-0.0%;Medicamentos > Gripe E Resfriado > Xarope Para Tosse Produtiva;10026256;https://www.saojoaofarmacias.com.br/vick-xpe-pediatrico-120ml-procter---gamble-10026256/p
São João;7896094206366;Naprix 5mg 30 Comprimidos Libbs;Disponível;84,02;69,49;-17.3%;69,49;-17.3%;Medicamentos > Cardiológicos > Pressão Alta;13656;https://www.saojoaofarmacias.com.br/naprix-5mg-30-comprimidos-libbs-13656/p
São João;7896004729459;Atorvastatina Genérico EMS 80mg 30 Comprimidos Revestidos;Disponível;369,69;184,90;-50.0%;184,90;-50.0%;Medicamentos > Cardiológicos > Colesterol;10100926;https://www.saojoaofarmacias.com.br/atorvastatina-generico-ems-80mg-30-comprimidos-revestidos-10100926/p
São João;7896261011885;Ritalina Cloridrato de Metilfenidato 60 Comprimidos Novartis 10mg (A3);Disponível;106,61;86,49;-18.9%;86,49;-18.9%;Medicamentos > Sistema Nervoso Central > Tdah;10089756;https://www.saojoaofarmacias.com.br/ritalina-cloridrato-de-metilfenidato-60-comprimidos-novartis-10mg--a3--10089756/p
São João;7896094904682;Benegrip Antigripal E Analgésico Para Alívio De Gripe E Resfriado 20 Comprimidos Hypera Pharma;Disponível;46,92;46,92;-0.0%;46,92;-0.0%;Medicamentos > Gripe E Resfriado;100000055;https://www.saojoaofarmacias.com.br/benegrip-antigripal-e-analgesico-para-alivio-de-gripe-e-resfriado-20-comprimidos-hypera-pharma-100000055/p
São João;7898148291984;Ciprofloxacino 500mg 14 Comprimidos Revestidos Genérico Prati;Disponível;44,40;34,90;-21.4%;34,90;-21.4%;Medicamentos > Alergias E Infecções > Infecção;100005830;https://www.saojoaofarmacias.com.br/ciprofloxacino-500mg-14-comprimidos-revestidos-generico-prati-100005830/p
São João;7896714292779;Flavonid 900mg + 100mg 60 Comprimidos Neo Química;Disponível;109,90;109,90;-0.0%;109,90;-0.0%;Medicamentos > Sistema Circulatório;10050561;https://www.saojoaofarmacias.com.br/flavonid-900mg---100mg-60-comprimidos-neo-quimica-10050561/p
São João;7896422513098;Clomid Clomifeno 50mg  10 Comprimidos Organon;Disponível;80,44;67,29;-16.3%;67,29;-16.3%;Medicamentos > Reposição Hormonal > Distúrbios Hormonais;642;https://www.saojoaofarmacias.com.br/clomid-clomifeno-50mg--10-comprimidos-organon-642/p
São João;7898040323806;Simbioflora em Pó 15 Envelopes de 6 cada;Disponível;114,65;100,69;-12.2%;100,69;-12.2%;Medicamentos > Estômago E Gastrointestinais > Prisão De Ventre;100003473;https://www.saojoaofarmacias.com.br/simbioflora-em-po-15-envelopes-de-6-cada-100003473/p
São João;7898148300556;Azitromicina 1g 1 Comprimido Revestido Genérico Prati;Disponível;28,41;25,89;-8.9%;25,89;-8.9%;Medicamentos > Alergias E Infecções > Infecção;100005825;https://www.saojoaofarmacias.com.br/azitromicina-1g-1-comprimido-revestido-generico-prati-100005825/p
São João;7896094922396;Analgésico Neosaldina Dipirona 10 Drágeas Hypera Pharma;Disponível;19,65;15,72;-20.0%;15,72;-20.0%;Medicamentos > Analgésicos > Dor De Cabeça;100008366;https://www.saojoaofarmacias.com.br/analgesico-neosaldina-dipirona-10-drageas-hypera-pharma-100008366/p
São João;7896004703312;Anlodipino 10mg 30 comprimidos Genérico Ems;Disponível;66,41;13,90;-79.1%;13,90;-79.1%;Medicamentos > Cardiológicos > Pressão Alta;994183;https://www.saojoaofarmacias.com.br/anlodipino-10mg-30-comprimidos-generico-ems-994183/p
São João;7896015518875;Avamys Spray Nasal 120 Doses;Disponível;74,30;74,30;-0.0%;74,30;-0.0%;Medicamentos > Alergias E Infecções > Rinite E Sinusite;10096528;https://www.saojoaofarmacias.com.br/avamys-spray-nasal-120-doses-10096528/p
São João;7896083400775;Isoflavine 75mg 30 Comprimidos Herbarium;Disponível;85,71;68,57;-20.0%;68,57;-20.0%;Medicamentos > Fitoterápicos;93277;https://www.saojoaofarmacias.com.br/isoflavine-75mg-30-comprimidos-herbarium-93277/p
São João;7896094210295;Iumi ES 3mg+0,02mg 120 Comprimidos Revestidos Libbs;Disponível;243,34;170,34;-30.0%;170,34;-30.0%;Medicamentos > Saúde Da Mulher > Anticoncepcional;10026836;https://www.saojoaofarmacias.com.br/iumi-es-3mg-0-02mg-120-comprimidos-revestidos-libbs-10026836/p
São João;7891058464073;Novalgina Infantil Seringa Solução Oral 100ml Dipirona;Disponível;48,44;34,99;-27.8%;34,99;-27.8%;Medicamentos > Analgésicos > Dor De Cabeça;1764;https://www.saojoaofarmacias.com.br/novalgina-infantil-seringa-solucao-oral-100ml-dipirona-1764/p
São João;7899547505252;Losartana Potássica Genérico Prati-Donaduzzi 50mg 30 Comprimidos Revestidos;Disponível;10,34;7,89;-23.7%;7,89;-23.7%;Medicamentos > Cardiológicos > Pressão Alta;10102141;https://www.saojoaofarmacias.com.br/losartana-potassica-generico-prati-donaduzzi-50mg-30-comprimidos-revestidos-10102141/p
São João;7897851200603;Monocordil 50mg 30 Cápsulas;Disponível;93,14;77,19;-17.1%;77,19;-17.1%;Medicamentos > Cardiológicos > Insuficiência Cardíaca;10090302;https://www.saojoaofarmacias.com.br/monocordil-50mg-30-capsulas-10090302/p
São João;7500435153072;Vick XPE Pediátrico 120ml Procter & Gamble;Disponível;44,68;44,68;-0.0%;44,68;-0.0%;Medicamentos > Gripe E Resfriado > Xarope Para Tosse Produtiva;10026256;https://www.saojoaofarmacias.com.br/vick-xpe-pediatrico-120ml-procter---gamble-10026256/p
São João;7896094206366;Naprix 5mg 30 Comprimidos Libbs;Disponível;84,02;69,49;-17.3%;69,49;-17.3%;Medicamentos > Cardiológicos > Pressão Alta;13656;https://www.saojoaofarmacias.com.br/naprix-5mg-30-comprimidos-libbs-13656/p
São João;7896004729459;Atorvastatina Genérico EMS 80mg 30 Comprimidos Revestidos;Disponível;369,69;184,90;-50.0%;184,90;-50.0%;Medicamentos > Cardiológicos > Colesterol;10100926;https://www.saojoaofarmacias.com.br/atorvastatina-generico-ems-80mg-30-comprimidos-revestidos-10100926/p
São João;7896261011885;Ritalina Cloridrato de Metilfenidato 60 Comprimidos Novartis 10mg (A3);Disponível;106,61;86,49;-18.9%;86,49;-18.9%;Medicamentos > Sistema Nervoso Central > Tdah;10089756;https://www.saojoaofarmacias.com.br/ritalina-cloridrato-de-metilfenidato-60-comprimidos-novartis-10mg--a3--10089756/p
São João;7896094904682;Benegrip Antigripal E Analgésico Para Alívio De Gripe E Resfriado 20 Comprimidos Hypera Pharma;Disponível;46,92;46,92;-0.0%;46,92;-0.0%;Medicamentos > Gripe E Resfriado;100000055;https://www.saojoaofarmacias.com.br/benegrip-antigripal-e-analgesico-para-alivio-de-gripe-e-resfriado-20-comprimidos-hypera-pharma-100000055/p
São João;7898148291984;Ciprofloxacino 500mg 14 Comprimidos Revestidos Genérico Prati;Disponível;44,40;34,90;-21.4%;34,90;-21.4%;Medicamentos > Alergias E Infecções > Infecção;100005830;https://www.saojoaofarmacias.com.br/ciprofloxacino-500mg-14-comprimidos-revestidos-generico-prati-100005830/p
São João;7896714292779;Flavonid 900mg + 100mg 60 Comprimidos Neo Química;Disponível;109,90;109,90;-0.0%;109,90;-0.0%;Medicamentos > Sistema Circulatório;10050561;https://www.saojoaofarmacias.com.br/flavonid-900mg---100mg-60-comprimidos-neo-quimica-10050561/p
São João;7896422513098;Clomid Clomifeno 50mg  10 Comprimidos Organon;Disponível;80,44;67,29;-16.3%;67,29;-16.3%;Medicamentos > Reposição Hormonal > Distúrbios Hormonais;642;https://www.saojoaofarmacias.com.br/clomid-clomifeno-50mg--10-comprimidos-organon-642/p
São João;7898040323806;Simbioflora em Pó 15 Envelopes de 6 cada;Disponível;114,65;100,69;-12.2%;100,69;-12.2%;Medicamentos > Estômago E Gastrointestinais > Prisão De Ventre;100003473;https://www.saojoaofarmacias.com.br/simbioflora-em-po-15-envelopes-de-6-cada-100003473/p
São João;7898148300556;Azitromicina 1g 1 Comprimido Revestido Genérico Prati;Disponível;28,41;25,89;-8.9%;25,89;-8.9%;Medicamentos > Alergias E Infecções > Infecção;100005825;https://www.saojoaofarmacias.com.br/azitromicina-1g-1-comprimido-revestido-generico-prati-100005825/p
São João;7896094922396;Analgésico Neosaldina Dipirona 10 Drágeas Hypera Pharma;Disponível;19,65;15,72;-20.0%;15,72;-20.0%;Medicamentos > Analgésicos > Dor De Cabeça;100008366;https://www.saojoaofarmacias.com.br/analgesico-neosaldina-dipirona-10-drageas-hypera-pharma-100008366/p
São João;7896004703312;Anlodipino 10mg 30 comprimidos Genérico Ems;Disponível;66,41;13,90;-79.1%;13,90;-79.1%;Medicamentos > Cardiológicos > Pressão Alta;994183;https://www.saojoaofarmacias.com.br/anlodipino-10mg-30-comprimidos-generico-ems-994183/p
São João;7896015518875;Avamys Spray Nasal 120 Doses;Disponível;74,30;74,30;-0.0%;74,30;-0.0%;Medicamentos > Alergias E Infecções > Rinite E Sinusite;10096528;https://www.saojoaofarmacias.com.br/avamys-spray-nasal-120-doses-10096528/p
São João;7896083400775;Isoflavine 75mg 30 Comprimidos Herbarium;Disponível;85,71;68,57;-20.0%;68,57;-20.0%;Medicamentos > Fitoterápicos;93277;https://www.saojoaofarmacias.com.br/isoflavine-75mg-30-comprimidos-herbarium-93277/p
São João;7896094210295;Iumi ES 3mg+0,02mg 120 Comprimidos Revestidos Libbs;Disponível;243,34;170,34;-30.0%;170,34;-30.0%;Medicamentos > Saúde Da Mulher > Anticoncepcional;10026836;https://www.saojoaofarmacias.com.br/iumi-es-3mg-0-02mg-120-comprimidos-revestidos-libbs-10026836/p
São João;7891058464073;Novalgina Infantil Seringa Solução Oral 100ml Dipirona;Disponível;48,44;34,99;-27.8%;34,99;-27.8%;Medicamentos > Analgésicos > Dor De Cabeça;1764;https://www.saojoaofarmacias.com.br/novalgina-infantil-seringa-solucao-oral-100ml-dipirona-1764/p
São João;7899547505252;Losartana Potássica Genérico Prati-Donaduzzi 50mg 30 Comprimidos Revestidos;Disponível;10,34;7,89;-23.7%;7,89;-23.7%;Medicamentos > Cardiológicos > Pressão Alta;10102141;https://www.saojoaofarmacias.com.br/losartana-potassica-generico-prati-donaduzzi-50mg-30-comprimidos-revestidos-10102141/p
São João;7897851200603;Monocordil 50mg 30 Cápsulas;Disponível;93,14;77,19;-17.1%;77,19;-17.1%;Medicamentos > Cardiológicos > Insuficiência Cardíaca;10090302;https://www.saojoaofarmacias.com.br/monocordil-50mg-30-capsulas-10090302/p
São João;7500435153072;Vick XPE Pediátrico 120ml Procter & Gamble;Disponível;44,68;44,68;-0.0%;44,68;-0.0%;Medicamentos > Gripe E Resfriado > Xarope Para Tosse Produtiva;10026256;https://www.saojoaofarmacias.com.br/vick-xpe-pediatrico-120ml-procter---gamble-10026256/p
São João;7896094206366;Naprix 5mg 30 Comprimidos Libbs;Disponível;84,02;69,49;-17.3%;69,49;-17.3%;Medicamentos > Cardiológicos > Pressão Alta;13656;https://www.saojoaofarmacias.com.br/naprix-5mg-30-comprimidos-libbs-13656/p
São João;7896004729459;Atorvastatina Genérico EMS 80mg 30 Comprimidos Revestidos;Disponível;369,69;184,90;-50.0%;184,90;-50.0%;Medicamentos > Cardiológicos > Colesterol;10100926;https://www.saojoaofarmacias.com.br/atorvastatina-generico-ems-80mg-30-comprimidos-revestidos-10100926/p
São João;7896261011885;Ritalina Cloridrato de Metilfenidato 60 Comprimidos Novartis 10mg (A3);Disponível;106,61;86,49;-18.9%;86,49;-18.9%;Medicamentos > Sistema Nervoso Central > Tdah;10089756;https://www.saojoaofarmacias.com.br/ritalina-cloridrato-de-metilfenidato-60-comprimidos-novartis-10mg--a3--10089756/p
São João;7896094904682;Benegrip Antigripal E Analgésico Para Alívio De Gripe E Resfriado 20 Comprimidos Hypera Pharma;Disponível;46,92;46,92;-0.0%;46,92;-0.0%;Medicamentos > Gripe E Resfriado;100000055;https://www.saojoaofarmacias.com.br/benegrip-antigripal-e-analgesico-para-alivio-de-gripe-e-resfriado-20-comprimidos-hypera-pharma-100000055/p
São João;7898148291984;Ciprofloxacino 500mg 14 Comprimidos Revestidos Genérico Prati;Disponível;44,40;34,90;-21.4%;34,90;-21.4%;Medicamentos > Alergias E Infecções > Infecção;100005830;https://www.saojoaofarmacias.com.br/ciprofloxacino-500mg-14-comprimidos-revestidos-generico-prati-100005830/p
São João;7896714292779;Flavonid 900mg + 100mg 60 Comprimidos Neo Química;Disponível;109,90;109,90;-0.0%;109,90;-0.0%;Medicamentos > Sistema Circulatório;10050561;https://www.saojoaofarmacias.com.br/flavonid-900mg---100mg-60-comprimidos-neo-quimica-10050561/p
São João;7896422513098;Clomid Clomifeno 50mg  10 Comprimidos Organon;Disponível;80,44;67,29;-16.3%;67,29;-16.3%;Medicamentos > Reposição Hormonal > Distúrbios Hormonais;642;https://www.saojoaofarmacias.com.br/clomid-clomifeno-50mg--10-comprimidos-organon-642/p
São João;7898040323806;Simbioflora em Pó 15 Envelopes de 6 cada;Disponível;114,65;100,69;-12.2%;100,69;-12.2%;Medicamentos > Estômago E Gastrointestinais > Prisão De Ventre;100003473;https://www.saojoaofarmacias.com.br/simbioflora-em-po-15-envelopes-de-6-cada-100003473/p
São João;7898148300556;Azitromicina 1g 1 Comprimido Revestido Genérico Prati;Disponível;28,41;25,89;-8.9%;25,89;-8.9%;Medicamentos > Alergias E Infecções > Infecção;100005825;https://www.saojoaofarmacias.com.br/azitromicina-1g-1-comprimido-revestido-generico-prati-100005825/p
São João;7896094922396;Analgésico Neosaldina Dipirona 10 Drágeas Hypera Pharma;Disponível;19,65;15,72;-20.0%;15,72;-20.0%;Medicamentos > Analgésicos > Dor De Cabeça;100008366;https://www.saojoaofarmacias.com.br/analgesico-neosaldina-dipirona-10-drageas-hypera-pharma-100008366/p
São João;7896004703312;Anlodipino 10mg 30 comprimidos Genérico Ems;Disponível;66,41;13,90;-79.1%;13,90;-79.1%;Medicamentos > Cardiológicos > Pressão Alta;994183;https://www.saojoaofarmacias.com.br/anlodipino-10mg-30-comprimidos-generico-ems-994183/p
São João;7896015518875;Avamys Spray Nasal 120 Doses;Disponível;74,30;74,30;-0.0%;74,30;-0.0%;Medicamentos > Alergias E Infecções > Rinite E Sinusite;10096528;https://www.saojoaofarmacias.com.br/avamys-spray-nasal-120-doses-10096528/p
São João;7896014681440;Anastrozol 1mg 30 comprimidos revestidos Genérico Blau;Disponível;1015,69;48,90;-95.2%;48,90;-95.2%;Medicamentos > Medicamentos Especiais > Oncologia;10049182;https://www.saojoaofarmacias.com.br/anastrozol-1mg-30-comprimidos-revestidos-generico-blau-10049182/p
