Farmácia,Status,Total Unidades Vendidas,Frequencia_Vendas,EAN_ou_SKU,Nome_do_Produto,Preco_Tabela,Preco_Cartao_Valor,Desconto_Cartao,Preco_Pix_Valor,Desconto_Pix
FarmaPonte,Esgotado,743.0,29,0.0,Algodão Hidrófilo Ever Care 25g,0,0,0,0,0
FarmaPonte,Esgotado,615.0,16,0.0,Océane Retouch My Glam - Pó Translúcido 8g,0,0,0,0,0
FarmaPonte,Esgotado,612.0,26,0.0,Algodão Hidrófilo Ever Care 50g,0,0,0,0,0
FarmaPonte,Esgotado,606.0,25,0.0,Grampo Para Cabelo Loiro Número 7 Corpus,0,0,0,0,0
FarmaPonte,Esgotado,600.0,24,0.0,Algodão Hidrófilo Ever Care 500g,0,0,0,0,0
Drogaria São Paulo,Disponível,596.0,15,7896006209027.0,Baclon 10mg União Química 20 comprimidos,"27,03","16,03",-40.7%,"16,03",-40.7%
Drogaria São Paulo,Disponível,577.0,17,7896226506388.0,Prolopa 200mg + 50mg Roche 30 Comprimidos,"131,38","101,99",-22.4%,"101,99",-22.4%
Drogaria São Paulo,Disponível,575.0,16,7897076909077.0,Cloridrato Tizanidina 2mg Genérico Ranbaxy 30 Comprimidos,"42,46","36,74",-13.5%,"36,74",-13.5%
FarmaPonte,Esgotado,548.0,15,0.0,Perfume Miss Gabriela Sabatini Eau de Toilette 30ml,0,0,0,0,0
Drogaria São Paulo,Disponível,545.0,15,7896181907176.0,Busonid 50mcg/dose Aché 6ml 120 Doses Solução Nasal,"47,24","37,59",-20.4%,"37,59",-20.4%
FarmaPonte,Esgotado,538.0,15,0.0,Bico Para Mamadeira Philips Avent Pétala Número 4 6+M 2 Unidades,0,0,0,0,0
FarmaPonte,Esgotado,531.0,15,0.0,Base Líquida Matte Eudora Niina Secrets Daily Tint Cream Cor 48 25 ml,0,0,0,0,0
Drogaria São Paulo,Disponível,529.0,15,7896004720746.0,Amoxicilina 400mg/5ml + Clavulanato de Potássio 57mg/5ml Genérico EMS 70ml Suspensão Oral,"96,23","39,99",-58.4%,"39,99",-58.4%
FarmaPonte,Esgotado,529.0,18,0.0,Óleo Corporal Infantil Cheirinho De Bebê Amêndoas Suave 140ml,0,0,0,0,0
FarmaPonte,Esgotado,527.0,16,0.0,Máscara Capilar Aussie Non Stop Hydratation Tratamento Intensivo 270ml,0,0,0,0,0
FarmaPonte,Esgotado,525.0,15,0.0,"Actifedrin 2,5mg + 60mg Farmoquímica 20 Comprimidos",0,0,0,0,0
Drogaria São Paulo,Disponível,521.0,16,7898158693709.0,Varicoss 15mg + 90mg Cifarma 60 Drágeas,"114,04","69,59",-39.0%,"69,59",-39.0%
FarmaPonte,Esgotado,520.0,18,0.0,Catharine Hill Angel Wings by Pri Lessa  - Base Alta Cobertura  40ml - A5,0,0,0,0,0
FarmaPonte,Esgotado,519.0,24,0.0,Kit Miss Frandy - Cílios Postiços com 10 Pares,0,0,0,0,0
FarmaPonte,Esgotado,519.0,13,0.0,Pincel Para Iluminador - Shimmer Brush Ocn6 Océane - Pincel Para Iluminador - Shimmer Brush Ocn6 Indefinido,0,0,0,0,0
FarmaPonte,Esgotado,517.0,15,0.0,Preservativo Blowtex Efeito Retardante 9 Unidades,0,0,0,0,0
Drogaria São Paulo,Disponível,517.0,14,7891268148831.0,"Concor HCT 5mg + 12,5mg Merck 30 Comprimidos","191,72","182,20",-5.0%,"182,20",-5.0%
FarmaPonte,Esgotado,515.0,15,0.0,Escova de Cabelo Ricca Shower Flex Turquesa 1 Unidade,0,0,0,0,0
Drogaria São Paulo,Disponível,514.0,13,7896714215976.0,Ciprofibrato 100mg Genérico Neo Química 30 Comprimidos,"82,95","31,99",-61.4%,"31,99",-61.4%
Drogaria São Paulo,Disponível,514.0,14,7891721003042.0,Valsed 100mg Cifarma 20 Comprimidos,"30,28","26,32",-13.1%,"26,32",-13.1%
Drogaria São Paulo,Disponível,512.0,13,7897595609816.0,Sinvastatina 10mg Genérico Sandoz 30 Comprimidos Revestidos,"26,18","10,48",-60.0%,"10,48",-60.0%
FarmaPonte,Esgotado,510.0,17,0.0,Minoxidil 5% com biotina 120ml,0,0,0,0,0
Drogaria São Paulo,Disponível,510.0,17,7897076906038.0,Oxcarbazepina 300mg Genérico Ranbaxy 60 Comprimidos,"98,50","74,24",-24.6%,"74,24",-24.6%
Drogaria São Paulo,Disponível,510.0,14,7899551303868.0,Cloridrato de Nebivolol 5mg Genérico Biolab 30 Comprimidos,"56,63","42,99",-24.1%,"42,99",-24.1%
FarmaPonte,Esgotado,507.0,15,0.0,Bolinha Para Massagem Corporal Incoterm,0,0,0,0,0
FarmaPonte,Esgotado,507.0,16,0.0,Barra De Proteína Crisp Bar Doce de Coco 1 Unidade,0,0,0,0,0
FarmaPonte,Esgotado,507.0,14,0.0,Geleia de morango 270g - Delicassis,0,0,0,0,0
FarmaPonte,Esgotado,505.0,14,0.0,Deprasil 30mg Cristália 30 Cápsulas Duras,0,0,0,0,0
FarmaPonte,Esgotado,504.0,13,0.0,Refresco Magro Sabor Laranja Zero Açucares 8G,0,0,0,0,0
FarmaPonte,Esgotado,502.0,15,0.0,Bico de Mamadeira MAM Ortodôntico,0,0,0,0,0
FarmaPonte,Esgotado,501.0,16,0.0,Refil Sabonete Líquido Protex Vitamina E 900ml,0,0,0,0,0
Drogaria São Paulo,Disponível,500.0,15,7891721202391.0,Aciclovir 400mg Genérico Merck 30 Comprimidos,"295,98","58,99",-80.1%,"58,99",-80.1%
FarmaPonte,Esgotado,498.0,14,0.0,Óleo Essencial de Lavandin 5ml - WNF,0,0,0,0,0
Drogaria São Paulo,Disponível,497.0,14,7897851220069.0,Amiobal 100mg Baldacci 30 Comprimidos,"26,52","22,07",-16.8%,"22,07",-16.8%
Drogaria São Paulo,Disponível,496.0,14,7898029552302.0,Diatarcom MR 60mg Servier 30 Comprimidos,"49,42","37,52",-24.1%,"37,52",-24.1%
FarmaPonte,Esgotado,495.0,14,0.0,Pasta de Dente Infantil Oral-B Kids Mickey 50g,0,0,0,0,0
FarmaPonte,Esgotado,494.0,16,0.0,Creme para Pernas Diosmin 200g,0,0,0,0,0
FarmaPonte,Esgotado,493.0,16,0.0,Algodão Ever Care Hidrófilo Rolo 250g,0,0,0,0,0
FarmaPonte,Esgotado,492.0,16,0.0,"Nordette 0,15mg + 0,03mg Pfizer 21 Drágeas",0,0,0,0,0
FarmaPonte,Esgotado,490.0,14,0.0,Acetona Beira Alta - 450ml,0,0,0,0,0
Drogaria São Paulo,Disponível,490.0,15,7896658000409.0,Flebon 50mg Farmoquimica  30 Comprimidos,"114,45","107,09",-6.4%,"107,09",-6.4%
Drogaria São Paulo,Disponível,490.0,14,7896112143369.0,"Asmofen 0,2mg/1ml Teuto 120ml Xarope","31,71","27,59",-13.0%,"27,59",-13.0%
FarmaPonte,Esgotado,489.0,16,0.0,Kit Protetor Solar Nivea Protect & Bronze FPS30 200ml + 100ml,0,0,0,0,0
Drogaria São Paulo,Disponível,489.0,14,7895858000004.0,Deca Durabolin 50mg/ml Aspen 1ml Ampola Injetável,"31,46","23,35",-25.8%,"23,35",-25.8%
Drogaria São Paulo,Disponível,489.0,15,7896658038112.0,Tormiv SL 10mg Ache 10 Comprimidos Sublinguais,"36,34","20,69",-43.1%,"20,69",-43.1%
Drogaria São Paulo,Disponível,488.0,15,7899620910478.0,Novoprazol 20mg Globo 28 Comprimidos,"15,52","15,19",-2.1%,"15,19",-2.1%
FarmaPonte,Esgotado,487.0,15,0.0,Espuma de Barbear Bozzano Refrescante Antibac 200ml,0,0,0,0,0
FarmaPonte,Esgotado,487.0,14,0.0,Leave-in de Recarga de Queratina Magic Beauty Liss Extreme 120 ml,0,0,0,0,0
Drogaria São Paulo,Disponível,486.0,13,7896094202030.0,Cicladol 20mg Chiesi 5 Comprimidos,"47,18","37,62",-20.3%,"37,62",-20.3%
FarmaPonte,Esgotado,486.0,14,0.0,Bebida Isotônica Powerade Tangerina 500ml,0,0,0,0,0
FarmaPonte,Esgotado,485.0,15,0.0,Mamadeira Kuka Natural Color com Bico Ortodôntico Rosa 1557 250ml,0,0,0,0,0
FarmaPonte,Esgotado,485.0,15,0.0,Óleo de Amêndoas Ever You Meu SPA Mandarina & Limão Siciliano 130ml,0,0,0,0,0
FarmaPonte,Esgotado,485.0,13,0.0,Bolsa Termogel Grande,0,0,0,0,0
FarmaPonte,Esgotado,483.0,15,0.0,Brinco Studex Supermaxxi Pedra Branca Prata 1 Par,0,0,0,0,0
FarmaPonte,Esgotado,482.0,17,0.0,Refil para Escova Elétrica Oral-B Flossaction 2 Unidades,0,0,0,0,0
Drogaria São Paulo,Disponível,481.0,15,7894916146067.0,Atorvastatina Cálcica 20mg Genérico Legrand 30 Comprimidos,"81,00","18,17",-77.6%,"18,17",-77.6%
Drogaria São Paulo,Disponível,480.0,14,7894916148245.0,Ezetimiba 10mg Genérico Hypermarcas 30 Comprimidos,"86,10","37,99",-55.9%,"37,99",-55.9%
FarmaPonte,Esgotado,479.0,15,0.0,Spray Knut Multiuso Amino Color  200ml,0,0,0,0,0
FarmaPonte,Esgotado,479.0,15,0.0,Aparelho de Barbea Enox Clássico 1 Unidade,0,0,0,0,0
FarmaPonte,Esgotado,477.0,13,0.0,Aparelho de Barbear Gillette Prestobarba3 Fresh com Eucalipto 4 Unidades,0,0,0,0,0
FarmaPonte,Esgotado,477.0,15,0.0,Chá Gaab Mom To Mom 30sch 45g,0,0,0,0,0
FarmaPonte,Esgotado,475.0,13,0.0,Shampoo Anticaspa Head & Shoulders Limpeza Eficaz 400ml,0,0,0,0,0
FarmaPonte,Esgotado,475.0,15,0.0,Fralda Ever Baby Pants Roupinha XXG 24 Unidades,0,0,0,0,0
FarmaPonte,Esgotado,475.0,18,0.0,Bombom de chocolate ao leite sabor com recheio de cereja sem álcool 55g - Montevergine,0,0,0,0,0
FarmaPonte,Esgotado,474.0,15,0.0,Creme Hidratante Nivea Soft 48g,0,0,0,0,0
FarmaPonte,Esgotado,474.0,15,0.0,Cera Quente em Barra Negra - Depil Bella - 500g,0,0,0,0,0
FarmaPonte,Esgotado,474.0,15,0.0,Unhas Postiças Curta Autocolante Quadrada Pintada Absolute New York Magiquick Cappuchino Brown 24 Unidades,0,0,0,0,0
FarmaPonte,Esgotado,474.0,14,0.0,Gran D 22.400UI Cristália 1 Comprimido,0,0,0,0,0
Drogaria São Paulo,Disponível,473.0,14,7897595619518.0,Januvia 25mg MSD 28 Comprimidos,"88,16","74,47",-15.5%,"74,47",-15.5%
FarmaPonte,Esgotado,473.0,14,0.0,Maxilerg 1mg/ml Cristália 5ml Solução Oftálmica,0,0,0,0,0
FarmaPonte,Esgotado,471.0,17,0.0,Barra sabor Flocos com Chocolate Chips 90g - Darkness Dark Bar,0,0,0,0,0
FarmaPonte,Esgotado,469.0,16,0.0,Bebida Ades A Base de Amêndoas Sabor Baunilha 1L,0,0,0,0,0
FarmaPonte,Esgotado,468.0,15,0.0,Bolsa Refrigerada para Transporte de Insulina Frigo Wellion,0,0,0,0,0
Drogaria São Paulo,Disponível,467.0,14,7891142981394.0,Predsim 40mg Mantecorp Farmasa 7 Comprimidos Revestidos,"69,00","69,00",-,"69,00",-
Drogaria São Paulo,Disponível,467.0,16,7896004707990.0,Prednisona 20mg Genérico Germed 10 Comprimidos,"13,22","13,22",-,"13,22",-
Drogaria São Paulo,Disponível,466.0,14,8903855086583.0,Desduo 100mg  Torrent 30 Comprimidos,"210,30","125,77",-40.2%,"125,77",-40.2%
FarmaPonte,Esgotado,466.0,14,0.0,Shampoo Johnson's Baby Cheirinho Prolongado 400ml,0,0,0,0,0
FarmaPonte,Esgotado,466.0,16,0.0,Loção Hidratante Corporal Creamy Calming 200 g,0,0,0,0,0
FarmaPonte,Esgotado,465.0,15,0.0,Kit Viagem Ever Care Compacto 1 Unidade,0,0,0,0,0
Drogaria São Paulo,Disponível,465.0,15,7898430193644.0,Vitamina D Dprev 100.000UI Myralis 2 Comprimidos Revestidos,"87,07","82,59",-5.1%,"82,59",-5.1%
FarmaPonte,Esgotado,465.0,15,0.0,Lenço Umedecido Pampers Aloe Vera 48 Unidades,0,0,0,0,0
FarmaPonte,Esgotado,465.0,14,0.0,Gel Pós Depilatório Finalizador - Depi Roll - 120g,0,0,0,0,0
FarmaPonte,Esgotado,464.0,15,0.0,Condicionador Pantene Pro-V 3 Minutos Milagrosos Restauração 170ml,0,0,0,0,0
FarmaPonte,Esgotado,463.0,14,0.0,Hidratante Labial Chupa Chups The Skin Soul Tutti Fruitti 10g,0,0,0,0,0
FarmaPonte,Esgotado,463.0,16,0.0,Absorvente Always Noturno Tamanho G Cobertura Seca 8 Unidades,0,0,0,0,0
Drogaria São Paulo,Disponível,463.0,13,7896004715537.0,Furoato de Mometasona 1mg/g Genérico EMS 20g Creme,"40,24","16,59",-58.8%,"16,59",-58.8%
Drogaria São Paulo,Disponível,463.0,14,7896181915034.0,"Carvedilol 6,25mg Genérico Biosintética 30 Comprimidos","36,16","9,59",-73.5%,"9,59",-73.5%
FarmaPonte,Esgotado,462.0,13,0.0,Gel Dental 50gr Infantil - Ice Fresh,0,0,0,0,0
FarmaPonte,Esgotado,462.0,16,0.0,"Lápis de Olhos Retrátil Marrom Escuro Marília Mendonça By Océane - Eyeliner Dark Brown 1,2g",0,0,0,0,0
Drogaria São Paulo,Disponível,462.0,15,7894916143868.0,Amoxicilina 875mg + Clavulanato de Potássio 125mg Genérico Legrand 14 Comprimidos,"182,37","54,84",-69.9%,"54,84",-69.9%
Drogaria São Paulo,Disponível,462.0,14,7896422512145.0,Ciclopirox Olamina 10mg/ml Genérico Medley 15ml Solução Tópica,"26,06","15,32",-41.2%,"15,32",-41.2%
Drogaria São Paulo,Disponível,461.0,16,7898505095514.0,Conduvaz 450mg + 50mg Mabra 30 Comprimidos,"101,48","89,99",-11.3%,"89,99",-11.3%
FarmaPonte,Esgotado,461.0,14,0.0,Gel de Banho Giovanna Baby Moments Blanc Vanilla 250ml,0,0,0,0,0
FarmaPonte,Esgotado,461.0,14,0.0,Aquasept Foam - Espuma Antisséptica - 150 Ml,0,0,0,0,0
FarmaPonte,Esgotado,460.0,16,0.0,Kit Caneta Delineadora + Máscara Para Cílios Drama Lash Océane Edition (2 Produtos),0,0,0,0,0
FarmaPonte,Esgotado,460.0,17,0.0,Chocolate Prestígio Nestlé 33g,0,0,0,0,0
FarmaPonte,Esgotado,460.0,13,0.0,Refresco em pó sabor laranja docinha com 18g - Tang,0,0,0,0,0
FarmaPonte,Esgotado,459.0,15,0.0,Shampoo Dove Baby Hidratação Enriquecida 200ml,0,0,0,0,0
FarmaPonte,Esgotado,459.0,15,0.0,Água Micelar Hidramais Ácido Hialurônico 250ml,0,0,0,0,0
Drogaria São Paulo,Disponível,459.0,15,7896181915027.0,"Carvedilol 3,125mg Genérico Biosintética 30 Comprimidos","31,81","9,59",-69.9%,"9,59",-69.9%
FarmaPonte,Esgotado,459.0,14,0.0,Condicionador Infantil Seda Juntinhos Frozen Brilho Encantado 300ml,0,0,0,0,0
FarmaPonte,Esgotado,459.0,15,0.0,Spray Depilatório Depilsam Men Corpo Aerosol 150Ml,0,0,0,0,0
FarmaPonte,Esgotado,458.0,14,0.0,Batom Líquido Matte Eudora Niina Secrets Skinny Pink Peônia 5  ml,0,0,0,0,0
FarmaPonte,Esgotado,458.0,15,0.0,Protetor Solar Sundown Praia e Piscina FPS50 200ml,0,0,0,0,0
FarmaPonte,Esgotado,458.0,14,0.0,Lápis De Sobrancelhas Essence Eyebrow Designer 2 Marrom 1g,0,0,0,0,0
FarmaPonte,Esgotado,456.0,13,0.0,Minoxidil 10%  Propilenoglicol - 60Ml,0,0,0,0,0
Drogaria São Paulo,Disponível,456.0,13,7891317013998.0,Aria 5mg Momenta 30 Comprimidos Mastigáveis,"74,33","69,99",-5.8%,"69,99",-5.8%
FarmaPonte,Esgotado,456.0,13,0.0,Escova para Desembaraçar Tangle Teezer The Original Preto,0,0,0,0,0
Drogaria São Paulo,Disponível,456.0,13,7898040328597.0,Bactrim 400mg + 80mg Farmoquímica 20 Comprimidos,"38,78","35,76",-7.8%,"35,76",-7.8%
Drogaria São Paulo,Disponível,456.0,14,7899824400775.0,"Folifer 30mg/ml + 0,2mg/ml Arese 30ml Gotas","70,52","69,81",-1.0%,"69,81",-1.0%
FarmaPonte,Esgotado,455.0,14,0.0,Bauny Efeito Matte - Base Facial Vegana 27g - Matte Cor 060,0,0,0,0,0
FarmaPonte,Esgotado,455.0,15,0.0,Kit Lenço Umedecido Infantil Huggies Recém Nascido Sem Fragrância 4 Pacotes com 48 Unidades,0,0,0,0,0
Drogaria São Paulo,Disponível,454.0,16,7891058005979.0,Pantoprazol 40mg Genérico Medley 28 Comprimidos,"45,34","15,59",-65.6%,"15,59",-65.6%
Drogaria São Paulo,Disponível,454.0,14,7898927562069.0,Divalproato de Sódio 500mg Genérico Zydus 20 Comprimidos,"63,40","47,99",-24.3%,"47,99",-24.3%
FarmaPonte,Esgotado,454.0,14,0.0,Óleo Corporal De Ameixa Farmax 100ml,0,0,0,0,0
FarmaPonte,Esgotado,453.0,13,0.0,Hastes Flexíveis Ever Care 75 Unidades,0,0,0,0,0
FarmaPonte,Esgotado,453.0,13,0.0,Kit Garnier SkinActive Água Micelar Tudo Em 1 400ml + Gel Facial Uniform & Matte Vitamina C 150ml,0,0,0,0,0
FarmaPonte,Esgotado,453.0,14,0.0,Pincel de Silicone - Skincare Silicone Brush Océane,0,0,0,0,0
Drogaria São Paulo,Disponível,452.0,14,7899095256378.0,Dicloridrato De Betaistina 24mg Genérico Geolab 30 Comprimidos,"36,85","19,52",-47.0%,"19,52",-47.0%
FarmaPonte,Esgotado,452.0,13,0.0,Lenço Umedecido Huggies Recém Nascido Sem Fragrância 48 Unidades,0,0,0,0,0
FarmaPonte,Esgotado,452.0,15,0.0,Mamadeira MAM Fashion Bottle Girls 330mL - 4834,0,0,0,0,0
FarmaPonte,Esgotado,452.0,14,0.0,Payot Boca Rosa Beauty Wow! - Pó Solto Iluminador,0,0,0,0,0
FarmaPonte,Esgotado,452.0,14,0.0,Argila Rosa com Pó de Turmalina 30g - Elemento Mineral,0,0,0,0,0
FarmaPonte,Esgotado,451.0,15,0.0,Leite em Pó Molico Adulto Zero Lactose 260g,0,0,0,0,0
Drogaria São Paulo,Disponível,451.0,14,7896862992255.0,Azitromicina Di-Hidratada 500mg Genérico Medquímica 5 Comprimidos,"36,81","22,49",-38.9%,"22,49",-38.9%
FarmaPonte,Esgotado,451.0,14,0.0,Sabonete em Barra Protex Baby Suave Glicerina 85g,0,0,0,0,0
FarmaPonte,Esgotado,451.0,17,0.0,"Océane Eyeliner Pen Mariana Saad by Océane Caneta Delineadora 1,8g - RealBlue-MarianaSaad",0,0,0,0,0
Drogaria São Paulo,Disponível,451.0,13,7898148293681.0,Nistatina 100.000UI/ml Genérico Prati Donaduzzi 50ml Suspensão Oral,"30,93","15,74",-49.1%,"15,74",-49.1%
Drogaria São Paulo,Disponível,450.0,14,7894916206877.0,Sinvasmax 40mg Globo 30 Comprimidos,"119,17","86,99",-27.0%,"86,99",-27.0%
FarmaPonte,Esgotado,450.0,15,0.0,Bico Mamadeira Chicco Step Up Fluxo Rápido 6M+ 2 Unidades,0,0,0,0,0
Drogaria São Paulo,Disponível,450.0,14,8903855086668.0,Olmecor 20mg Torrent 30 Comprimidos,"410,62","323,99",-21.1%,"323,99",-21.1%
Drogaria São Paulo,Disponível,450.0,14,7895858010331.0,Zyloric 300mg Aspen Pharma 30 Comprimidos,"69,83","62,99",-9.8%,"62,99",-9.8%
FarmaPonte,Esgotado,450.0,14,0.0,Mix de Farinhas Sem Glúten - Mundo Verde 500g,0,0,0,0,0
FarmaPonte,Esgotado,449.0,15,0.0,Pomada  Para Dermatite De Fralda - 50 Gramas,0,0,0,0,0
FarmaPonte,Esgotado,449.0,14,0.0,Suplemento Proteico Líquido Integralmedica My Whey Banana Zero Lactose 250ml,0,0,0,0,0
FarmaPonte,Esgotado,449.0,13,0.0,"Chocolate Bis Lacta Chocolate Branco 100,8g",0,0,0,0,0
Drogaria São Paulo,Disponível,449.0,14,7893454101224.0,Endrostan 70mg Cellera 4 Comprimidos,"757,11","66,14",-91.3%,"66,14",-91.3%
FarmaPonte,Esgotado,448.0,16,0.0,Creme Depilatório Depimiel Sensitive Facial Sistema A + B Óleo de Argan 45g,0,0,0,0,0
Drogaria São Paulo,Disponível,448.0,13,7895296113182.0,Oxalato De Escitalopram 20mg Genérico Nova Química 30 Comprimidos Revestidos,"160,17","19,70",-87.7%,"19,70",-87.7%
FarmaPonte,Esgotado,448.0,15,0.0,Refil Para Escova Interdental Curaprox Cilíndrico Cps 09 8 Unidades,0,0,0,0,0
FarmaPonte,Esgotado,447.0,14,0.0,Energético Red Bull Energy Drink The Summer Edition Morango & Pêssego 250ml,0,0,0,0,0
Drogaria São Paulo,Disponível,447.0,14,7891317005269.0,Desloratadina 5mg Genérico Eurofarma 10 Comprimidos,"52,56","20,09",-61.8%,"20,09",-61.8%
FarmaPonte,Esgotado,447.0,15,0.0,Lipstick Dermage Hyaluage 10g,0,0,0,0,0
Drogaria São Paulo,Disponível,447.0,15,7891721202858.0,Levotiroxina Sódica 200mcg Genérico Merck S/A 30 Comprimidos,"10,49","9,99",-4.8%,"9,99",-4.8%
FarmaPonte,Esgotado,447.0,15,0.0,Kit Esponjas de Maquiagem Flat Drop + Special Diamond Blend (2 Produtos),0,0,0,0,0
FarmaPonte,Esgotado,447.0,16,0.0,Pill Food 60 Cápsulas,0,0,0,0,0
FarmaPonte,Esgotado,446.0,16,0.0,Lenços de Papel Elite Softys C/ 50 Folhas,0,0,0,0,0
FarmaPonte,Esgotado,446.0,13,0.0,Ampola para Nutrição Wella Professionals Invigo Nutri Enrich 10 ml,0,0,0,0,0
Drogaria São Paulo,Disponível,446.0,13,7898581710417.0,"Rivotril 2,0mg Roche 20 Comprimidos","22,56","17,19",-23.8%,"17,19",-23.8%
FarmaPonte,Esgotado,446.0,15,0.0,Bolsa Para Água Quente Redonda com Capa 800ml - UniqCare,0,0,0,0,0
Drogaria São Paulo,Disponível,446.0,13,7896112401322.0,Maleato de Enalapril 5mg Genérico Biolab 30 Comprimidos,"23,62","8,31",-64.8%,"8,31",-64.8%
FarmaPonte,Esgotado,445.0,15,0.0,"Sombra Em Bastão Essence Blend & Line 01 Copper Feels 1,8g",0,0,0,0,0
Drogaria São Paulo,Disponível,445.0,15,7897851260041.0,Divelol 25mg Baldacci 30 Comprimidos,"44,33","36,74",-17.1%,"36,74",-17.1%
FarmaPonte,Esgotado,445.0,15,0.0,Lápis para Sobrancelha Maybelline Master Shape Pencil Brow,0,0,0,0,0
Drogaria São Paulo,Disponível,445.0,15,7896658034220.0,Dry 5mg Cristália 30 Comprimidos,"95,91","87,80",-8.5%,"87,80",-8.5%
FarmaPonte,Esgotado,445.0,15,0.0,Doce de Leite Zero Flormel 20g,0,0,0,0,0
FarmaPonte,Esgotado,444.0,14,0.0,Kit Dove Reconstrução Completa Shampoo 400ml + Condicionador 400ml,0,0,0,0,0
Drogaria São Paulo,Disponível,444.0,13,7896181926696.0,Montelucaste de Sódio 10mg Genérico Aché 30 Comprimidos Revestidos,"80,71","44,09",-45.4%,"44,09",-45.4%
FarmaPonte,Esgotado,444.0,13,0.0,Gelatina 500mg 60 Cápsulas,0,0,0,0,0
FarmaPonte,Esgotado,444.0,14,0.0,Protetor solar em cápsulas Polypodium leucotomos  250 mg 60 Cápsulas BS Pharma,0,0,0,0,0
FarmaPonte,Esgotado,444.0,13,0.0,Fórmula Infantil Aptamil Premium 1 400g,0,0,0,0,0
Drogaria São Paulo,Disponível,443.0,13,7898096577840.0,Arflex Retard 200mg Diffucap 6 Cápsulas,"51,30","44,49",-13.3%,"44,49",-13.3%
FarmaPonte,Esgotado,443.0,13,0.0,Preservativo Prudence Masculino Lubrificado Super Sensitive 8 Unidades,0,0,0,0,0
Drogaria São Paulo,Disponível,443.0,15,7891268100501.0,"Frontal 0,25mg Pfizer 30 Comprimidos","1516,29","670,90",-55.8%,"670,90",-55.8%
FarmaPonte,Esgotado,443.0,14,0.0,Predsim 3mg/ml Cosmed 60ml,0,0,0,0,0
FarmaPonte,Esgotado,443.0,15,0.0,Barra de Cereais Nutry Castanha-de-Caju Com Chocolate 22g,0,0,0,0,0
FarmaPonte,Esgotado,443.0,15,0.0,Base Líquida Aveludada Bruna Tavares BT Skin D20 40 ml,0,0,0,0,0
Drogaria São Paulo,Disponível,443.0,15,7891317434342.0,Topiramato 100mg Genérico Eurofarma 60 Comprimidos,"270,50","61,94",-77.1%,"61,94",-77.1%
FarmaPonte,Esgotado,442.0,14,0.0,Mamadeira Lillo Tamanho 2 Azul 240ml,0,0,0,0,0
FarmaPonte,Esgotado,442.0,15,0.0,Escova Dental Curaprox Ultra Soft CS5460B Cores Sortidas,0,0,0,0,0
FarmaPonte,Esgotado,442.0,13,0.0,Superfood Mix Berries Desidratado Mundo Verde Seleção 150g,0,0,0,0,0
FarmaPonte,Esgotado,441.0,14,0.0,Fio Dental Com Cera Dental Clean Menta 130m,0,0,0,0,0
Drogaria São Paulo,Disponível,441.0,16,7896006225928.0,Carbamazepina 200mg Genérico União Química 30 Comprimidos,"29,53","15,73",-46.7%,"15,73",-46.7%
Drogaria São Paulo,Disponível,440.0,14,7896714291901.0,"Atelop 2,5mg Brace Pharma 30 Comprimidos","105,22","92,99",-11.6%,"92,99",-11.6%
FarmaPonte,Esgotado,440.0,14,0.0,Preservativo Prudence Efeito Retardante 8 Unidades,0,0,0,0,0
FarmaPonte,Esgotado,440.0,15,0.0,Bouquet (Blend) Incenso 5ml - Laszlo,0,0,0,0,0
FarmaPonte,Esgotado,440.0,14,0.0,"Bauny - Lápis Delineador para Olhos 1,10g - Bege",0,0,0,0,0
FarmaPonte,Esgotado,440.0,14,0.0,Máscara de Tratamento Dove Ritual de Reparação em 1 Minuto 500g,0,0,0,0,0
FarmaPonte,Esgotado,440.0,15,0.0,Chocolate 5star Lacta 40g,0,0,0,0,0
Drogaria São Paulo,Disponível,439.0,14,7896006290667.0,"Ster Md 1,2mg/ml União Química 10ml Suspensão Oftálmica","53,81","50,59",-6.0%,"50,59",-6.0%
FarmaPonte,Esgotado,439.0,14,0.0,Algodão Em Bolas Cremer 95g,0,0,0,0,0
Drogaria São Paulo,Disponível,439.0,13,7892953101865.0,"Paratram 37,5mg + 325mg Adium 20 Comprimidos","44,94","34,90",-22.3%,"34,90",-22.3%
FarmaPonte,Esgotado,439.0,14,0.0,Refresco em pó sabor laranja com 18g - Tang,0,0,0,0,0
Drogaria São Paulo,Disponível,439.0,13,7896004712406.0,"Propionato de Clobetasol 0,5mg/g Genérico Germed 30g Pomada","25,42","14,99",-41.0%,"14,99",-41.0%
Drogaria São Paulo,Disponível,438.0,13,7896658000409.0,"Motix 301,5mg Farmoquímica 50 Comprimidos","114,45","107,09",-6.4%,"107,09",-6.4%
Drogaria São Paulo,Disponível,438.0,13,7896472502776.0,Buprovil 600mg Multilab 30 Comprimidos,"34,63","25,59",-26.1%,"25,59",-26.1%
FarmaPonte,Esgotado,437.0,15,0.0,Spray Brilho  Acqua Kids Marshmallow - Nazca -  110ml,0,0,0,0,0
FarmaPonte,Esgotado,437.0,15,0.0,Gel Hidratante Pós-Sol Argila Anasol - 200g,0,0,0,0,0
FarmaPonte,Esgotado,437.0,16,0.0,Pó Solto Matte Fran by Franciny Ehlke Solto Plush 3 15 g,0,0,0,0,0
Drogaria São Paulo,Disponível,437.0,13,7894916140348.0,Finasterida 5mg Genérico Legrand 30 Comprimidos Revestidos,"126,30","42,16",-66.6%,"42,16",-66.6%
