Nome da Farmácia;EAN;Nome do produto;Status do produto;Preço original;Preço PIX;Desconto PIX;Preço à vista no cartão;Desconto cartão;Subcategoria;Código do produto;URL do produto
FarmaPonte;7896112407911;Ezetimiba 10Mg 60 Comprimidos Biolab Genérico;Disponível;127,28;58,62;-53.9%;59,82;-53.0%;Redutor De Colesterol Antihipertensivo;25321;https://www.farmaponte.com.br/ezetimiba-10mg-60-comprimidos-biolab-generico/p
FarmaPonte;7908135002179;Consoni Melatonina 210mcg Kester 30ml;Disponível;52,04;45,98;-11.6%;46,92;-9.8%;Anti Histaminico E Antialergico Topico;21105;https://www.farmaponte.com.br/consoni-melatonina-gotas-30ml/p
FarmaPonte;7891158106002;Movydia Celecoxibe 200mg 10 cápsulas;Disponível;43,72;34,28;-21.6%;34,98;-20.0%;Psicotropico;25380;https://www.farmaponte.com.br/movydia-celecoxibe-200mg-10-capsulas/p
FarmaPonte;7896422512961;Cloridrato Fluoxetina Genérico Medley 20mL;Disponível;44,60;35,84;-19.6%;36,57;-18.0%;Psicotropico;24566;https://www.farmaponte.com.br/cloridrato-de-fluoxetina-gotas-com-20ml-medley-generico/p
FarmaPonte;7896714290591;Desrinite 120 Mg 10 Comprimidos;Disponível;0;25,91;0;0;0;Analgésico Antitérmico;23018;https://www.farmaponte.com.br/desrinite-120-mg-10-comprimidos/p
FarmaPonte;7896637031608;Inilok 40Mg Com 90 Comprimidos Revestidos De Liberacao Prolongada;Disponível;156,78;142,89;-8.9%;72,91;-53.5%;Antiulceroso;24132;https://www.farmaponte.com.br/inilok-40mg-com-90-comprimidos-revestidos-de-liberacao-prolongada/p
FarmaPonte;7896004777184;Cloridrato de Tramadol EMS 100mg, caixa com 10 comprimidos revestidos de liberação prolongada;Disponível;99,26;94,35;-4.9%;96,28;-3.0%;Psicotropico;26296;https://www.farmaponte.com.br/cloridrato-de-tramadol-ems-100mg-caixa-com-10-comprimidos-revestidos-de-liberacao-prolongada/p
FarmaPonte;7898907313872;Acetato de Ciproterona + Etinilestradiol Melcon 2,0 + 0,035mg com 63 Comprimidos Revestidos Aché Biosintética Genérico;Disponível;55,20;31,79;-42.4%;39,74;-28.0%;Antiacneico;12953;https://www.farmaponte.com.br/acetato-de-ciproterona-etinilestradiol-melcon-20-0035mg-caixa-com-63-comprimidos-revestidos/p
FarmaPonte;7896094209558;Velija 60mg frasco 60 cápsulas liberação retardada;Disponível;267,94;204,81;-23.6%;69,66;-74.0%;Psicotropico;19324;https://www.farmaponte.com.br/velija-60mg-60cpr/p
FarmaPonte;7898146825358;Fumarato Quetiapina 100mg Genérico 30 Comprimidos;Disponível;148,16;97,28;-34.3%;99,27;-33.0%;Psicotropico;22437;https://www.farmaponte.com.br/fumarato-quetiapina-100-30cp-biol/p
FarmaPonte;7908134200453;Slinda 4Mg Com 28 Comprimidos;Disponível;130,81;104,60;-20.0%;53,37;-59.2%;Anticoncepcional;25525;https://www.farmaponte.com.br/slinda-4mg-com-28-comprimidos/p
FarmaPonte;7896422511940;Oxcarbazepina 600Mg Medley, Caixa Com 30 Comprimidos Revestidos;Disponível;95,19;76,50;-19.6%;78,06;-18.0%;Psicotropico;19552;https://www.farmaponte.com.br/oxcarbazepina-600-30-med-g/p
FarmaPonte;7896112409861;Biolme H 40mg + 25mg Biolab 30 Comprimidos;Disponível;70,21;63,30;-9.8%;64,59;-8.0%;Anti-inflamatório;28857;https://www.farmaponte.com.br/biolme-h-40mg-25mg-biolab-30-comprimidos/p
FarmaPonte;7896658019531;Montelair Montelucaste de Sódio 4mg 30 sachês;Disponível;100,10;89,27;-10.8%;91,09;-9.0%;Antiasmático;12607;https://www.farmaponte.com.br/montelair-4mgg-caixa-com-30-saches-com-granulado-de-uso-oral/p
FarmaPonte;7896269900945;Flutivate 05mg creme dermatológico frasco com 15g;Disponível;0;55,14;0;0;0;Corticóide Tópico;18801;https://www.farmaponte.com.br/flutivate-cre-15gr/p
FarmaPonte;7896523224534;Ácido Acetilsalicilico Infantil 100mg Genérico Cimed 30 Comprimidos;Disponível;0;9,79;0;0;0;Vasodilatador Periferico;17584;https://www.farmaponte.com.br/acido-acetilsalicilico-cimed-100mg-caixa-com-30-comprimidos/p
FarmaPonte;7896212420124;Concerta 54mg frasco com 30 comprimidos;Disponível;0;341,78;0;0;0;Psicotropico;25741;https://www.farmaponte.com.br/concerta-54mg-frasco-com-30-comprimidos/p
FarmaPonte;7896026307161;Cardizem SR 120mg 20Cap;Disponível;0;62,50;0;0;0;Anti-hipertensivos;21218;https://www.farmaponte.com.br/zz-cardizem-sr-120mg-20cap/p
FarmaPonte;7898586631366;Saflutan 15mcg 30 Flaconetes;Disponível;0;132,35;0;0;0;Antiglaucomatoso;25460;https://www.farmaponte.com.br/saflutan-15mg-30fla/p
FarmaPonte;7896004731391;Carvedilol 12,5mg  30 Comprimidos Germed;Disponível;0;36,92;0;0;0;Anti-hipertensivos;23542;https://www.farmaponte.com.br/carvedilol-125mg-30cpr-ger/p
FarmaPonte;7899547528442;Levofloxacino Hemi-Hidratado 500mg 7 Comprimidos;Disponível;57,99;40,92;-29.4%;41,75;-28.0%;Antibiotico;25876;https://www.farmaponte.com.br/levofloxacino-hemi-hidratado-500mg-7-comprimidos/p
FarmaPonte;7896658048050;Suplemento Alimentar Protena Pro com 30 Cápsulas Aché;Disponível;0;47,93;0;0;0;Relaxante Muscular;25406;https://www.farmaponte.com.br/suplemento-alimentar-protena-pro-30-capsulas/p
FarmaPonte;7896523201726;Paracetamol 750mg 20 Comprimidos - Cimed;Disponível;26,25;15,44;-41.2%;15,75;-40.0%;Analgésico Antitérmico;18176;https://www.farmaponte.com.br/paracetamol-750mg-20cpr-cim/p
FarmaPonte;7908020500797;Ciproterona+Etin 2+0,035Mg 21Cpr Cif;Disponível;25,58;11,05;-56.8%;18,42;-28.0%;Antiacneico;19693;https://www.farmaponte.com.br/ciproteronaetin-20035mg-21cpr-cif/p
FarmaPonte;7896658035234;Naucloz Dicloridrato de Meclozina Monoidratada 25mg 15 comprimidos;Disponível;26,91;25,48;-5.3%;26,00;-3.4%;-;29749;https://www.farmaponte.com.br/naucloz-dicloridrato-de-meclozina-monoidratada-25mg-15-comprimidos/p
FarmaPonte;7896094918665;Gastrol Abacaxi 1 Envelope X25;Disponível;4,13;4,05;-1.9%;4,13;-0.0%;Digestivo;17277;https://www.farmaponte.com.br/gastrol-abacaxi-1env-x25/p
FarmaPonte;7893595770624;Floral Thérapi Zero Angústia - 30 Ml;Disponível;36,90;36,16;-2.0%;36,90;-0.0%;Calmante Tranquilizante;28754;https://www.farmaponte.com.br/floral-therapi-zero-angustia-30-ml/p
FarmaPonte;7891058001964;Clor Ondansetrona 4mg 10 Comprimidos Medley Genérico;Disponível;0;24,05;0;0;0;Antiemetico;26398;https://www.farmaponte.com.br/clor-ondansetrona-4mg-10-comprimidos-medley-generico/p
FarmaPonte;7896862993269;Melleril Cloridrato de Tioridazina 100mg 20 Drageas;Disponível;0;50,32;0;0;0;Psicotropico;19097;https://www.farmaponte.com.br/melleril-100mg-20drg-c1/p
FarmaPonte;7896181927594;Valsartana 320mg com 30 Comprimidos Revestidos Aché Biosintética Genérico;Disponível;70,17;46,07;-34.3%;47,01;-33.0%;Anti-hipertensivos;21653;https://www.farmaponte.com.br/valsartana-320mg-ache-caixa-com-30-comprimidos-revestidos/p
FarmaPonte;7896523201139;Rivaroxabana 20mg Cimed 30 Comprimidos Revestidos;Disponível;0;60,18;0;0;0;Anticoncepcional;22699;https://www.farmaponte.com.br/rivaroxabana-20mg-cimed-caixa-com-30-comprimidos-revestidos/p
FarmaPonte;7891317025083;Acetilcisteína 20mg mL Xarope Infantil 120mL;Disponível;35,64;27,94;-21.6%;28,51;-20.0%;Broncodilatador;24674;https://www.farmaponte.com.br/acetilcisteina-20mg-ml-xarope-infantil-120ml-eurofarma/p
FarmaPonte;7896637022729;Azulfin Sulfasalazina 500mg 60 comprimidos;Disponível;139,85;119,24;-14.7%;60,84;-56.5%;Antiulceroso;18938;https://www.farmaponte.com.br/azulfin-500mg-60cpr/p
FarmaPonte;7896181915041;Carvedilol 12,5mg com 30 Comprimidos Aché Biosintética Genérico;Disponível;50,68;38,24;-24.5%;39,02;-23.0%;Anti-hipertensivos;16164;https://www.farmaponte.com.br/carvedilol-biosintetica-125mg-caixa-com-30-comprimidos/p
FarmaPonte;7896112126171;Maleato de Enalapril 5mg Teuto 30 Comprimidos;Disponível;0;17,35;0;0;0;Anti-hipertensivos;20955;https://www.farmaponte.com.br/enalapril-5mg-30cpr-teu-gen/p
FarmaPonte;7896004720838;Repoflor 200Mg, Caixa Com 6 Capsulas Gelatinosas Duras;Disponível;53,74;22,44;-58.2%;22,90;-57.4%;Antidiarreico;17771;https://www.farmaponte.com.br/repoflor-200mg-caixa-com-6-capsulas-gelatinosas-duras/p
FarmaPonte;7891317443955;Tâmisa 30 0,075mg + 0,030mg, caixa com 84 comprimidos revestidos;Disponível;0;93,42;0;0;0;Anticoncepcional;12545;https://www.farmaponte.com.br/tamisa-30-075-030mg-caixa-com-84-drageas/p
FarmaPonte;7891317009052;Cloridrato De Tramadol 100mg mL Eurofarma, Frasco Com 10mL;Disponível;99,49;45,82;-53.9%;46,76;-53.0%;Psicotropico;19351;https://www.farmaponte.com.br/clor-tramadol-gts-eur/p
FarmaPonte;7897595611178;Candesartana Cilexetila 16mg Sandoz 30 Comprimidos;Disponível;109,28;61,04;-44.1%;62,29;-43.0%;Anti-hipertensivos;25350;https://www.farmaponte.com.br/candesartana-cilexetila-16mg-sandoz-30-comprimidos/p
FarmaPonte;7896658003561;Decadron Fosfato Dissódico de Dexametasona 5mg + Neomicina 3,5mg + Cloridrato de Fenilefrina 5mg + Solução Nasal 20mL;Disponível;42,34;34,86;-17.7%;35,57;-16.0%;Antibiotico;20855;https://www.farmaponte.com.br/decadron-nasal-20ml/p
FarmaPonte;7896331702583;Abc Spray 30Ml;Disponível;49,11;33,69;-31.4%;34,38;-30.0%;Antimicotico;20436;https://www.farmaponte.com.br/abc-spray-30ml/p
FarmaPonte;7895296449816;Cloridrato De Naratriptana Nova Quimica 2,5Mg, Caixa Com 4 Comprimidos Revestidos;Disponível;17,06;15,39;-9.8%;15,70;-8.0%;Tratamento De Enxaqueca;16175;https://www.farmaponte.com.br/cloridrato-de-naratriptana-nova-quimica-25mg-caixa-com-4-comprimidos-revestidos/p
FarmaPonte;7894916508971;Esomex Esomeprazol Magnésico 40mg 28 Comprimidos;Disponível;104,00;87,65;-15.7%;89,44;-14.0%;Antiulceroso;14503;https://www.farmaponte.com.br/esomex-40mg-caixa-com-28-comprimidos-revestidos-de-liberacao-retardada/p
FarmaPonte;7896658038075;Trometamol Cetorolaco 10mg com 20 Comprimidos Sublinguais Aché Biosintética Genérico;Disponível;0;53,25;0;0;0;Analgésico Antitérmico;26801;https://www.farmaponte.com.br/trometamol-cetorolaco-10mg-com-20-comprimidos-sublinguais-ache-biosintetica-generico/p
FarmaPonte;7908134200620;Exelring Etonogestrel 0,120mg + Etinilestradiol 0,015mg 1 Sachê Com 1 Anel Vaginal;Disponível;0;63,85;0;0;0;Anticoncepcional;24532;https://www.farmaponte.com.br/exelring-etonogestrel-0120mg-etinilestradiol-0015mg-1-sache-com-1-anel-vaginal/p
FarmaPonte;7896094918894;Maracugina Pi 840Mg, Caixa Com 20 Comprimidos Revestidos;Disponível;61,95;60,71;-2.0%;61,95;-0.0%;Hipnóticos Sedativos;28470;https://www.farmaponte.com.br/maracugina-pi-840mg-caixa-com-20-comprimidos-revestidos/p
FarmaPonte;7896523210773;Maleato De Enalapril Cimed 20Mg, Caixa Com 30 Comprimidos;Disponível;35,98;13,04;-63.8%;13,31;-63.0%;Anti-hipertensivos;12793;https://www.farmaponte.com.br/maleato-de-enalapril-cimed-20mg-caixa-com-30-comprimidos/p
FarmaPonte;7896261020306;Entresto 49mg 51mg Novartis 60 Comprimidos Revestidos;Disponível;433,52;403,60;-6.9%;137,28;-68.3%;Anti-hipertensivos;19742;https://www.farmaponte.com.br/entresto-49-51mg-60cpr/p
FarmaPonte;7896658049569;Escitalopram gts 15ml bio;Disponível;128,00;84,04;-34.3%;85,76;-33.0%;Psicotropico;27208;https://www.farmaponte.com.br/escitalopram-gts-15ml-bio/p
FarmaPonte;7897129300509;Vitacid Tretinoína 0,50mg g Creme 25g;Disponível;0;58,69;0;0;0;Dermatológico;19909;https://www.farmaponte.com.br/vitacid-creme/p
FarmaPonte;7896015518370;Sal De Fruta Eno Limao 100Gr;Disponível;0;25,60;0;0;0;Digestivo;20978;https://www.farmaponte.com.br/sal-de-fruta-eno-limao-100gr-zz/p
FarmaPonte;8903855062006;Venlift OD 75mg 30 Cápsulas C1;Disponível;119,72;86,82;-27.5%;88,59;-26.0%;Psicotropico;19228;https://www.farmaponte.com.br/venlift-od-75mg-30cpr-c1/p
FarmaPonte;7891317124038;ZZ Olmesartana Medoxomila 40mg + Hidroclorotiazida 25mg 30 comprimidos Eurofarma Genérico;Disponível;0;58,14;0;0;0;Anti-hipertensivos;18124;https://www.farmaponte.com.br/olmesartana-hct-4025mg-30cpr-euro/p
FarmaPonte;7891058005627;Cloridrato de Fexofenadina 180mg 10 comprimidos;Disponível;0;35,45;0;0;0;Anti Histaminico E Antialergico Topico;27079;https://www.farmaponte.com.br/cloridrato-de-fexofenadina-180mg-10-comprimidos/p
FarmaPonte;7896523215747;Albendazol 400mg 1cpr cim;Disponível;8,54;3,42;-60.0%;6,83;-20.0%;Escabicida;26875;https://www.farmaponte.com.br/albendazol-400mg-1cpr-cim/p
FarmaPonte;7896658027604;Divena 40mg com 30 comprimidos;Disponível;75,04;65,45;-12.8%;66,79;-11.0%;Antiulceroso;20562;https://www.farmaponte.com.br/divena-40mg-30cpr/p
FarmaPonte;7898361881313;Cloridrato de Ciprofloxacino 500mg Pharlab com 14 comprimidos Revestidos;Disponível;34,52;32,81;-5.0%;33,48;-3.0%;Antibiotico;19572;https://www.farmaponte.com.br/ciprofloxacino-500-14cp-pha/p
FarmaPonte;7898148294121;Dipirona Sodica Prati-Donaduzzi 500Mg, Blister Com 10 Comprimidos;Disponível;5,91;5,79;-2.0%;5,91;-0.0%;Analgésico Antitérmico;14727;https://www.farmaponte.com.br/dipirona-sodica-prati-donaduzzi-500mg-blister-com-10-comprimidos/p
FarmaPonte;7896004747057;Ezetimiba + Sinvastatina Ems 10Mg + 20Mg, Caixa Com 30 Comprimidos;Disponível;106,92;70,21;-34.3%;71,64;-33.0%;Redutor De Colesterol Antihipertensivo;16639;https://www.farmaponte.com.br/ezetimiba-sinvastatina-ems-10mg-20mg-caixa-com-30-comprimidos/p
FarmaPonte;7897947600157;Cimegripe Rub frasco com 12g de pomada de uso dermatológico;Disponível;0;12,91;0;0;0;Antigripal;13773;https://www.farmaponte.com.br/cimegripe-rub-1-frasco-com-12g-de-pomada-de-uso-dermatologico/p
FarmaPonte;7896004708959;Espironolactona 25mg 30 Comprimidos Eurofarma Genérico;Disponível;27,75;9,79;-64.7%;9,99;-64.0%;Diurético;25809;https://www.farmaponte.com.br/espironolactona-25mg-30-comprimidos-eurofarma-generico/p
FarmaPonte;7896094211025;Lenços Nasais Salsep Kids com 30 Unidades;Disponível;0;12,69;0;0;0;Descongestionante Nasal;20982;https://www.farmaponte.com.br/salsep-kids-lencos-umedecidos-nasais-com-30-unidades/p
FarmaPonte;7896658051203;Dodibe 1.000mcg com subl bl x 30;Disponível;50,04;44,14;-11.8%;45,04;-10.0%;-;29810;https://www.farmaponte.com.br/dodibe-1000mcg-com-subl-bl-x-30/p
FarmaPonte;7896637033480;Insit 75Mg, Com 60 Capsulas;Disponível;98,36;56,74;-42.3%;57,90;-41.1%;Psicotropico;23993;https://www.farmaponte.com.br/insit-75mg-com-60-capsulas/p
FarmaPonte;7896004780511;Rivaroxabana 20mg 30 Comprimidos EMS Genérico;Disponível;0;54,61;0;0;0;Antitrombotico;22700;https://www.farmaponte.com.br/rivaroxabana-20mg-ems-caixa-com-30-comprimidos-revestidos/p
FarmaPonte;7896181922544;Risedronato Sódico 35mg com 4 Comprimidos Aché Biosintética Genérico;Disponível;158,22;57,37;-63.7%;58,54;-63.0%;Manutenção Óssea;20828;https://www.farmaponte.com.br/risedronato-sodico-com-4-comprimidos-biossintetica/p
FarmaPonte;7896014679577;Cloridrato De Ondansetrona Blau 8Mg, Caixa Com 10 Comprimidos Revestidos;Disponível;57,94;38,04;-34.3%;38,82;-33.0%;Antiemetico;13526;https://www.farmaponte.com.br/cloridrato-de-ondansetrona-blau-8mg-caixa-com-10-comprimidos-revestidos/p
FarmaPonte;7896004759296;Rivaroxabana 20Mg Germed, Caixa Com 30 Comprimidos Revestidos;Disponível;0;64,10;0;0;0;Antitrombotico;22708;https://www.farmaponte.com.br/rivaroxabana-20mg-germed-caixa-com-30-comprimidos-revestidos/p
FarmaPonte;7897595601773;Sinvastacor Sinvastatina 20mg 30 Comprimidos;Disponível;0;18,29;0;0;0;Redutor De Colesterol Antihipertensivo;27577;https://www.farmaponte.com.br/sinvastacor-sinvastatina-20mg-30-comprimidos/p
FarmaPonte;7896255764858;Ritmonorm 300mg 60 Comprimidos Abbott;Disponível;304,99;283,95;-6.9%;96,58;-68.3%;Antiarritmico;18102;https://www.farmaponte.com.br/ritmonorm-300mg-60cpr/p
FarmaPonte;7896112407232;Listogas Simeticona 125mg 10 cápsulas Moles Biolab;Disponível;0;14,33;0;0;0;Digestivo;27866;https://www.farmaponte.com.br/listogas-simeticona-125mg-10-capsulas-moles-biolab/p
FarmaPonte;7896004712970;Mesalazina 800mg Germed 30 Comprimidos;Disponível;0;76,52;0;0;0;Antiulceroso;24578;https://www.farmaponte.com.br/mesalazina-800mg-germed-30-comprimidos/p
FarmaPonte;7896658049866;SANY D IMUNE SUSORAL 120ML;Disponível;71,90;70,46;-2.0%;71,90;-0.0%;-;29752;https://www.farmaponte.com.br/sany-d-imune-susoral-120ml/p
FarmaPonte;7891317191658;Foritus 500mg Eurofarma 14 Comprimidos Revestidos;Disponível;58,05;50,63;-12.8%;51,66;-11.0%;Antibiotico;18906;https://www.farmaponte.com.br/foritus-500mg-14cpr/p
FarmaPonte;7898577810732;Emprol XR 25mg 30 Comprimidos;Disponível;0;31,83;0;0;0;Anti-hipertensivos;19000;https://www.farmaponte.com.br/emprol-xr-25mg-30cpr/p
FarmaPonte;7891721029424;Acetato de Ciproterona 2mg + Etinilestradiol 0,035mg Merck 21 comprimidos Genérico;Disponível;0;17,60;0;0;0;Antiacneico;25921;https://www.farmaponte.com.br/acetato-de-ciproterona-2mg-etinilestradiol-0035mg-merck-21-comprimidos-generico/p
FarmaPonte;7896004762098;Lacday 10.000U.Fcc 8 Comprimidos Mastigáveis;Disponível;27,56;24,40;-11.5%;24,90;-9.7%;Antigases Antiespasmódico;15345;https://www.farmaponte.com.br/lacday-10000-fcc-com-8-tabletes-dispersiveis/p
FarmaPonte;7895296053044;Dicloridrato de Hidroxizina 25mg Genérico Nova Química 30 Comprimidos;Disponível;39,51;37,55;-5.0%;38,32;-3.0%;Anti Histaminico E Antialergico Topico;23201;https://www.farmaponte.com.br/hidroxizina-25mg-30cpr-nq/p
FarmaPonte;7896637028523;Labirin 24Mg, Caixa Com 30 Comprimidos;Disponível;34,57;29,81;-13.8%;30,42;-12.0%;Antivertiginoso;17657;https://www.farmaponte.com.br/labirin-24mg-caixa-com-30-comprimidos/p
FarmaPonte;7896658018763;Bravan HCT 160mg + 12,5mg 30 Comprimidos Revestidos;Disponível;84,94;74,09;-12.8%;75,60;-11.0%;Anti-hipertensivos;16967;https://www.farmaponte.com.br/bravan-hct-160mg-125mg-caixa-com-30-comprimidos-revestidos/p
FarmaPonte;7898216366149;Rosuvastatina Cálcica 10mg 30 comprimidos Pharlab Genérico;Disponível;43,98;22,41;-49.0%;22,87;-48.0%;Redutor De Colesterol Antihipertensivo;28670;https://www.farmaponte.com.br/rosuvastatina-calcica-10mg-30-comprimidos-pharlab-generico/p
FarmaPonte;7891106906067;Yasmin 3mg + 0,03mg, caixa com 21 comprimidos revestidos;Disponível;0;75,92;0;0;0;Anticoncepcional;12338;https://www.farmaponte.com.br/yasmin-3mg-003mg-caixa-com-21-comprimidos-revestidos/p
FarmaPonte;7896422520591;Cloridrato de Memantina 10mg 30Comprimidos Med;Disponível;0;43,51;0;0;0;Psicotropico;19072;https://www.farmaponte.com.br/memantina-10mg-30cpr-med/p
FarmaPonte;7896094918481;Rizi 5mg, caixa com 10 comprimidos revestidos;Disponível;0;39,38;0;0;0;Anti Histaminico E Antialergico Topico;13717;https://www.farmaponte.com.br/rizi-5mg-caixa-com-10-comprimidos-revestidos/p
FarmaPonte;7891317445300;Algestona Acetofenida 150mg + Enantato de Estradiol 10mg Solução Injetável 1mL Legrand Genérico;Disponível;15,90;15,58;-2.0%;15,90;-0.0%;Anticoncepcional;24782;https://www.farmaponte.com.br/algestona-acetofenida-enantato-de-estradiol-solucao-injetavel-1ml-eurofarma-g/p
FarmaPonte;7896714249001;Olmesartana Medoxomila + Hidroclorotiazida Neo Quimica 40Mg + 25Mg, Caixa Com 30 Comprimidos Revestidos;Disponível;68,20;58,14;-14.8%;59,33;-13.0%;Anti-hipertensivos;15043;https://www.farmaponte.com.br/olmesartana-medoxomila-hidroclorotiazida-neo-quimica-40mg-25mg-caixa-com-30-comprimidos-revestidos/p
FarmaPonte;7898581711216;Neozine 100mg caixa com 20 comprimidos;Disponível;34,27;28,55;-16.7%;29,13;-15.0%;Psicotropico;19548;https://www.farmaponte.com.br/neozine-100mg-20cpr-c1/p
FarmaPonte;7896004726373;Hidropeek 40mg/g, caixa com 1 bisnaga com 30g de gel de uso dermatológico;Disponível;0;43,61;0;0;0;Dermatológico;21899;https://www.farmaponte.com.br/hidropeek-gel-derm-30gr/p
FarmaPonte;7896658018800;Bravan HCT 80mg + 12,5mg 30 Comprimidos Revestidos;Disponível;84,94;71,59;-15.7%;73,05;-14.0%;Anti-hipertensivos;16966;https://www.farmaponte.com.br/bravan-hct-80mg-125mg-caixa-com-30-comprimidos-revestidos/p
FarmaPonte;7891317472009;Citalopram 20mg Eurofarma 30 Comprimidos;Disponível;94,74;38,99;-58.8%;39,79;-58.0%;Psicotropico;19370;https://www.farmaponte.com.br/citalopram-20mg-30cpr-eur/p
FarmaPonte;7896070600799;Flagyl 250mg 24 comprimidos;Disponível;39,16;32,62;-16.7%;33,29;-15.0%;Antibiotico;22168;https://www.farmaponte.com.br/flagyl-400mg-24cpr/p
FarmaPonte;7896422508209;Genfibrozila Medley 600Mg, Caixa Com 30 Comprimidos Revestidos;Disponível;122,42;74,38;-39.2%;75,90;-38.0%;Redutor De Colesterol Antihipertensivo;14021;https://www.farmaponte.com.br/genfibrozila-medley-600mg-caixa-com-30-comprimidos-revestidos/p
FarmaPonte;7896004754949;Cloridrato de Duloxetina - EMS 30mg 30 caps;Disponível;79,14;59,72;-24.5%;60,94;-23.0%;Psicotropico;19266;https://www.farmaponte.com.br/duloxetina-30mg-30cap-ems/p
FarmaPonte;7896658004810;Remilev 250 + 60mg caixa com 10 comprimidos revestidos;Disponível;82,73;71,34;-13.8%;72,80;-12.0%;Hipnóticos Sedativos;19795;https://www.farmaponte.com.br/remilev-20cpr/p
FarmaPonte;7896181925262;Cloridrato de Duloxetina 60mg com 30 Cápsulas Duras de Liberação Retardada  Aché Biosintética Genérico;Disponível;159,64;112,64;-29.4%;57,47;-64.0%;Psicotropico;19565;https://www.farmaponte.com.br/duloxetina-60mg-30cap-bio/p
FarmaPonte;7897851220236;Capilarema 75mg 30 Comprimidos;Disponível;67,27;58,02;-13.8%;59,20;-12.0%;Antivaricoso;18038;https://www.farmaponte.com.br/capilarema-75mg-30cpr/p
FarmaPonte;7896422504652;Zinpass + Eze 40mg 10mg Com 30 Comprimidos Revestidos;Disponível;185,94;167,64;-9.8%;57,02;-69.3%;Redutor De Colesterol Antihipertensivo;24845;https://www.farmaponte.com.br/zinpass-eze-40mg-10mg-com-30-comprimidos-revestidos/p
FarmaPonte;7896422531788;Aixa 2mg + 0,03mg, caixa com 21 comprimidos revestidos;Disponível;0;47,41;0;0;0;Anticoncepcional;14658;https://www.farmaponte.com.br/aixa-2mg-003mg-caixa-com-21-comprimidos-revestidos/p
FarmaPonte;7891317010034;Sulfato de Hidroxicloroquina 400mg 30 comprimidos;Disponível;91,42;77,95;-14.7%;79,54;-13.0%;Psicotropico;25512;https://www.farmaponte.com.br/sulfato-de-hidroxicloroquina-eurofarma-400mg-com-30-comprimidos/p
FarmaPonte;7899095240162;Omenax 20mg, caixa com 56 cápsulas gelatinosas duras;Disponível;0;40,85;0;0;0;Antiulceroso;16450;https://www.farmaponte.com.br/omenax-20mg-caixa-com-56-capsulas-gelatinosas-duras/p
FarmaPonte;7891058006334;Coltrax 4mg, caixa com 20 comprimidos;Disponível;0;56,67;0;0;0;Relaxante Muscular;11922;https://www.farmaponte.com.br/coltrax-4mg-caixa-com-20-comprimidos/p
FarmaPonte;7896422515894;Cloridrato de Paroxetina - Medley 20mg caixa com 30 comprimidos;Disponível;51,33;41,25;-19.6%;42,09;-18.0%;Psicotropico;19153;https://www.farmaponte.com.br/paroxetina-20mg-30cpr-med/p
FarmaPonte;7898945030014;Drospirenona + Etinilestradiol Althaia 3Mg + 0,03Mg, Caixa Com 21 Comprimidos Revestidos;Disponível;0;40,99;0;0;0;Anticoncepcional;12619;https://www.farmaponte.com.br/drospirenona-etinilestradiol-althaia-3mg-003mg-caixa-com-21-comprimidos-revestidos/p
FarmaPonte;7891010246952;Tylenol Sinus 500Mg + 30Mg, Caixa Com 36 Comprimidos Revestidos;Disponível;36,27;33,41;-7.9%;34,09;-6.0%;Antigripal;13391;https://www.farmaponte.com.br/tylenol-sinus-500mg-30mg-caixa-com-36-comprimidos-revestidos/p
FarmaPonte;7896523208404;Nevralgex 300Mg + 50Mg + 35Mg, Caixa Com 30 Comprimidos;Disponível;25,62;12,48;-51.3%;15,60;-39.1%;Relaxante Muscular;12848;https://www.farmaponte.com.br/nevralgex-300mg-50mg-35mg-caixa-com-30-comprimidos/p
FarmaPonte;7897076922892;Amoxicilina 500mg + Clavulanato de Potássio 125mg Ranbaxy 14 Comprimidos;Disponível;105,02;68,95;-34.3%;70,36;-33.0%;Antibiotico;28696;https://www.farmaponte.com.br/amoxicilina-500mg-clavulanato-de-potassio-125mg-ranbaxy-14-comprimidos/p
FarmaPonte;7896004726793;Bálsamo Bengué 60G Aerosol;Disponível;46,95;40,08;-14.6%;40,90;-12.9%;Reumatismo;14357;https://www.farmaponte.com.br/balsamo-bengue-50-mgg-10-mgg-caixa-com-1-aerossol-com-60g-de-solucao-de-uso-dermatologico/p
FarmaPonte;7896112401605;Vonau Flash Menta 8mg 10 Comprimidos;Disponível;97,38;74,01;-24.0%;77,90;-20.0%;Antiemetico;13770;https://www.farmaponte.com.br/vonau-flash-menta-8mg-10cpr/p
FarmaPonte;7896658048708;Prednisolona 40mg com 7 Comprimidos;Disponível;49,01;43,71;-10.8%;44,60;-9.0%;Corticóide Tópico;26627;https://www.farmaponte.com.br/prednisolona-40mg-com-7-comprimidos/p
FarmaPonte;7896015591618;Vitanol-A 0,25Mg G, Caixa Com 1 Bisnaga Com 30G De Creme De Uso Dermatologico;Disponível;59,57;53,70;-9.9%;54,80;-8.0%;Antiacneico;17522;https://www.farmaponte.com.br/vitanol-a-025mgg-caixa-com-1-bisnaga-com-30g-de-creme-de-uso-dermatologico/p
FarmaPonte;7896902231313;Agua Boricada 3  - Farmax Solucao Dermatologica Com 100Ml;Disponível;4,30;4,21;-2.1%;4,30;-0.0%;Antisséptico;13034;https://www.farmaponte.com.br/agua-boricada-3-farmax-solucao-dermatologica-com-100ml/p
